legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
H.R. 4884,"Knollenberg, Joe [Rep.-R-MI-11]",Republican,07/19/2000,106,MI
H.R. 4868,"Crane, Philip M. [Rep.-R-IL-8]",Republican,07/18/2000,106,IL
H.R. 4864,"Stump, Bob [Rep.-R-AZ-3]",Republican,07/17/2000,106,AZ
H.R. 4853,"Jones, Stephanie Tubbs [Rep.-D-OH-11]",Democratic,07/13/2000,106,OH
H.R. 4850,"Stump, Bob [Rep.-R-AZ-3]",Republican,07/13/2000,106,AZ
H.R. 4846,"Thomas, William M. [Rep.-R-CA-21]",Republican,07/13/2000,106,CA
H.R. 4835,"Moran, James P. [Rep.-D-VA-8]",Democratic,07/12/2000,106,VA
H.R. 4831,"Gutierrez, Luis V. [Rep.-D-IL-4]",Democratic,07/12/2000,106,IL
H.R. 4828,"Walden, Greg [Rep.-R-OR-2]",Republican,07/12/2000,106,OR
H.R. 4827,"Horn, Stephen [Rep.-R-CA-38]",Republican,07/12/2000,106,CA
H.R. 4811,"Callahan, Sonny [Rep.-R-AL-1]",Republican,07/10/2000,106,AL
H.R. 4806,"Aderholt, Robert B. [Rep.-R-AL-4]",Republican,06/29/2000,106,AL
H.R. 4794,"Larson, John B. [Rep.-D-CT-1]",Democratic,06/29/2000,106,CT
H.R. 4788,"Barrett, Bill [Rep.-R-NE-3]",Republican,06/29/2000,106,NE
H.R. 4786,"Barr, Bob [Rep.-R-GA-7]",Republican,06/29/2000,106,GA
H.R. 4762,"Houghton, Amo [Rep.-R-NY-31]",Republican,06/27/2000,106,NY
H.R. 4700,"McCarthy, Karen [Rep.-D-MO-5]",Democratic,06/20/2000,106,MO
H.R. 4681,"Lazio, Rick [Rep.-R-NY-2]",Republican,06/15/2000,106,NY
H.R. 4658,"Hayes, Robin [Rep.-R-NC-8]",Republican,06/14/2000,106,NC
H.R. 4656,"Gibbons, Jim [Rep.-R-NV-2]",Republican,06/14/2000,106,NV
H.R. 4646,"Goode, Virgil H., Jr. [Rep.-I-VA-5]",Independent,06/13/2000,106,VA
H.R. 4642,"Burton, Dan [Rep.-R-IN-6]",Republican,06/13/2000,106,IN
H.R. 4640,"McCollum, Bill [Rep.-R-FL-8]",Republican,06/12/2000,106,FL
H.R. 4635,"Walsh, James T. [Rep.-R-NY-25]",Republican,06/12/2000,106,NY
H.R. 4625,"English, Phil [Rep.-R-PA-21]",Republican,06/09/2000,106,PA
H.R. 4615,"Terry, Lee [Rep.-R-NE-2]",Republican,06/08/2000,106,NE
H.R. 4613,"Souder, Mark E. [Rep.-R-IN-4]",Republican,06/08/2000,106,IN
H.R. 4608,"Jenkins, William L. [Rep.-R-TN-1]",Republican,06/08/2000,106,TN
H.R. 4583,"Hansen, James V. [Rep.-R-UT-1]",Republican,06/06/2000,106,UT
H.R. 4579,"Hansen, James V. [Rep.-R-UT-1]",Republican,06/06/2000,106,UT
H.R. 4578,"Regula, Ralph [Rep.-R-OH-16]",Republican,06/01/2000,106,OH
H.R. 4577,"Porter, John Edward [Rep.-R-IL-10]",Republican,06/01/2000,106,IL
H.R. 4576,"Lewis, Jerry [Rep.-R-CA-40]",Republican,06/01/2000,106,CA
H.R. 4554,"Borski, Robert A. [Rep.-D-PA-3]",Democratic,05/25/2000,106,PA
H.R. 4542,"Goodling, William F. [Rep.-R-PA-19]",Republican,05/25/2000,106,PA
H.R. 4534,"Burr, Richard [Rep.-R-NC-5]",Republican,05/24/2000,106,NC
H.R. 4517,"Sununu, John E. [Rep.-R-NH-1]",Republican,05/23/2000,106,NH
H.R. 4489,"Smith, Lamar [Rep.-R-TX-21]",Republican,05/18/2000,106,TX
H.R. 4484,"Morella, Constance A. [Rep.-R-MD-8]",Republican,05/17/2000,106,MD
H.R. 4475,"Wolf, Frank R. [Rep.-R-VA-10]",Republican,05/17/2000,106,VA
H.R. 4461,"Skeen, Joe [Rep.-R-NM-2]",Republican,05/16/2000,106,NM
H.R. 4451,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,05/15/2000,106,MD
H.R. 4450,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,05/15/2000,106,MD
H.R. 4449,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,05/15/2000,106,MD
H.R. 4448,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,05/15/2000,106,MD
H.R. 4447,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,05/15/2000,106,MD
H.R. 4444,"Archer, Bill [Rep.-R-TX-7]",Republican,05/15/2000,106,TX
H.R. 4437,"McHugh, John M. [Rep.-R-NY-24]",Republican,05/11/2000,106,NY
H.R. 4435,"Jones, Walter B., Jr. [Rep.-R-NC-3]",Republican,05/11/2000,106,NC
H.R. 4425,"Hobson, David L. [Rep.-R-OH-7]",Republican,05/11/2000,106,OH
H.R. 4404,"Hansen, James V. [Rep.-R-UT-1]",Republican,05/09/2000,106,UT
H.R. 4391,"Hyde, Henry J. [Rep.-R-IL-6]",Republican,05/04/2000,106,IL
H.R. 4389,"Schaffer, Bob [Rep.-R-CO-4]",Republican,05/04/2000,106,CO
H.R. 4387,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,05/04/2000,106,DC
H.R. 4386,"Myrick, Sue Wilkins [Rep.-R-NC-9]",Republican,05/04/2000,106,NC
H.R. 4365,"Bilirakis, Michael [Rep.-R-FL-9]",Republican,05/03/2000,106,FL
H.R. 4320,"Miller, George [Rep.-D-CA-7]",Democratic,04/13/2000,106,CA
H.R. 4318,"McCrery, Jim [Rep.-R-LA-4]",Republican,04/13/2000,106,LA
H.R. 4315,"LaTourette, Steven C. [Rep.-R-OH-19]",Republican,04/13/2000,106,OH
H.R. 4312,"Johnson, Nancy L. [Rep.-R-CT-6]",Republican,04/13/2000,106,CT
H.R. 4286,"Bachus, Spencer [Rep.-R-AL-6]",Republican,04/13/2000,106,AL
H.R. 4285,"Turner, Jim [Rep.-D-TX-2]",Democratic,04/13/2000,106,TX
H.R. 4281,"Calvert, Ken [Rep.-R-CA-43]",Republican,04/13/2000,106,CA
H.R. 4275,"McInnis, Scott [Rep.-R-CO-3]",Republican,04/13/2000,106,CO
H.R. 4259,"Lucas, Frank D. [Rep.-R-OK-6]",Republican,04/12/2000,106,OK
H.R. 4249,"Gejdenson, Sam [Rep.-D-CT-2]",Democratic,04/12/2000,106,CT
H.R. 4241,"Ryan, Paul [Rep.-R-WI-1]",Republican,04/11/2000,106,WI
H.R. 4226,"Thune, John [Rep.-R-SD-00]",Republican,04/10/2000,106,SD
H.R. 4205,"Spence, Floyd [Rep.-R-SC-2]",Republican,04/06/2000,106,SC
H.R. 4169,"Gibbons, Jim [Rep.-R-NV-2]",Republican,04/04/2000,106,NV
H.R. 4157,"Rogan, James E. [Rep.-R-CA-27]",Republican,04/03/2000,106,CA
H.R. 4132,"Doolittle, John T. [Rep.-R-CA-4]",Republican,03/30/2000,106,CA
H.R. 4115,"Cannon, Chris [Rep.-R-UT-3]",Republican,03/29/2000,106,UT
H.R. 4110,"Horn, Stephen [Rep.-R-CA-38]",Republican,03/29/2000,106,CA
H.R. 4068,"Pease, Edward A. [Rep.-R-IN-7]",Republican,03/23/2000,106,IN
H.R. 4063,"Miller, George [Rep.-D-CA-7]",Democratic,03/22/2000,106,CA
H.R. 4040,"Scarborough, Joe [Rep.-R-FL-1]",Republican,03/21/2000,106,FL
H.R. 4020,"Radanovich, George [Rep.-R-CA-19]",Republican,03/16/2000,106,CA
H.R. 4002,"Brady, Kevin [Rep.-R-TX-8]",Republican,03/16/2000,106,TX
H.R. 3995,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,03/15/2000,106,DC
H.R. 3986,"Hastings, Doc [Rep.-R-WA-4]",Republican,03/15/2000,106,WA
H.R. 3985,"Hastings, Alcee L. [Rep.-D-FL-23]",Democratic,03/15/2000,106,FL
H.R. 3909,"Rush, Bobby L. [Rep.-D-IL-1]",Democratic,03/14/2000,106,IL
H.R. 3903,"Young, Don [Rep.-R-AK-00]",Republican,03/09/2000,106,AK
H.R. 3817,"Tancredo, Thomas G. [Rep.-R-CO-6]",Republican,03/01/2000,106,CO
H.R. 3767,"Smith, Lamar [Rep.-R-TX-21]",Republican,03/01/2000,106,TX
H.R. 3756,"Underwood, Robert A. [Del.-D-GU-00]",Democratic,02/29/2000,106,GU
H.R. 3745,"Nussle, Jim [Rep.-R-IA-2]",Republican,02/29/2000,106,IA
H.R. 3707,"Bereuter, Doug [Rep.-R-NE-1]",Republican,02/29/2000,106,NE
H.R. 3701,"Wolf, Frank R. [Rep.-R-VA-10]",Republican,02/29/2000,106,VA
H.R. 3699,"Wolf, Frank R. [Rep.-R-VA-10]",Republican,02/29/2000,106,VA
H.R. 3679,"Cook, Merrill [Rep.-R-UT-2]",Republican,02/16/2000,106,UT
H.R. 3676,"Bono, Mary [Rep.-R-CA-44]",Republican,02/16/2000,106,CA
H.R. 3671,"Young, Don [Rep.-R-AK-00]",Republican,02/16/2000,106,AK
H.R. 3657,"Bono, Mary [Rep.-R-CA-44]",Republican,02/15/2000,106,CA
H.R. 3646,"Rahall, Nick J., II [Rep.-D-WV-3]",Democratic,02/10/2000,106,WV
H.R. 3642,"Thompson, Mike [Rep.-D-CA-1]",Democratic,02/10/2000,106,CA
H.R. 3639,"Skelton, Ike [Rep.-D-MO-4]",Democratic,02/10/2000,106,MO
H.R. 3632,"Lantos, Tom [Rep.-D-CA-12]",Democratic,02/10/2000,106,CA
H.R. 3629,"Green, Mark [Rep.-R-WI-8]",Republican,02/10/2000,106,WI
H.R. 3621,"Bereuter, Doug [Rep.-R-NE-1]",Republican,02/10/2000,106,NE
H.R. 3594,"Herger, Wally [Rep.-R-CA-2]",Republican,02/08/2000,106,CA
H.R. 3591,"Gibbons, Jim [Rep.-R-NV-2]",Republican,02/08/2000,106,NV
H.R. 3577,"Simpson, Michael K. [Rep.-R-ID-2]",Republican,02/03/2000,106,ID
H.R. 3557,"Fossella, Vito [Rep.-R-NY-13]",Republican,01/31/2000,106,NY
H.R. 3544,"Leach, James A. [Rep.-R-IA-1]",Republican,01/27/2000,106,IA
H.R. 3519,"Leach, James A. [Rep.-R-IA-1]",Republican,01/24/2000,106,IA
H.R. 3514,"Greenwood, James C. [Rep.-R-PA-8]",Republican,11/22/1999,106,PA
H.R. 3468,"Cannon, Chris [Rep.-R-UT-3]",Republican,11/18/1999,106,UT
H.R. 3456,"Coble, Howard [Rep.-R-NC-6]",Republican,11/18/1999,106,NC
H.R. 3454,"Chambliss, Saxby [Rep.-R-GA-8]",Republican,11/18/1999,106,GA
H.R. 3443,"Johnson, Nancy L. [Rep.-R-CT-6]",Republican,11/18/1999,106,CT
H.R. 3419,"Shuster, Bud [Rep.-R-PA-9]",Republican,11/17/1999,106,PA
H.R. 3414,"Moran, Jerry [Rep.-R-KS-1]",Republican,11/16/1999,106,KS
H.R. 3388,"Doolittle, John T. [Rep.-R-CA-4]",Republican,11/16/1999,106,CA
H.R. 3381,"Manzullo, Donald A. [Rep.-R-IL-16]",Republican,11/16/1999,106,IL
H.R. 3373,"Leach, James A. [Rep.-R-IA-1]",Republican,11/16/1999,106,IA
H.R. 3363,"Udall, Tom [Rep.-D-NM-3]",Democratic,11/10/1999,106,NM
H.R. 3293,"Gallegly, Elton [Rep.-R-CA-23]",Republican,11/10/1999,106,CA
H.R. 3292,"Baker, Richard H. [Rep.-R-LA-6]",Republican,11/10/1999,106,LA
H.R. 3291,"Hansen, James V. [Rep.-R-UT-1]",Republican,11/10/1999,106,UT
H.R. 3257,"Reynolds, Thomas M. [Rep.-R-NY-27]",Republican,11/08/1999,106,NY
H.R. 3244,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,11/08/1999,106,NJ
H.R. 3236,"Cannon, Chris [Rep.-R-UT-3]",Republican,11/05/1999,106,UT
H.R. 3235,"Barrett, Thomas M. [Rep.-D-WI-5]",Democratic,11/05/1999,106,WI
H.R. 3218,"Calvert, Ken [Rep.-R-CA-43]",Republican,11/04/1999,106,CA
H.R. 3201,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,11/02/1999,106,DC
H.R. 3194,"Istook, Ernest J., Jr. [Rep.-R-OK-5]",Republican,11/02/1999,106,OK
H.R. 3189,"Miller, Gary G. [Rep.-R-CA-41]",Republican,11/01/1999,106,CA
H.R. 3184,"Waxman, Henry A. [Rep.-D-CA-29]",Democratic,10/28/1999,106,CA
H.R. 3122,"Thomas, William M. [Rep.-R-CA-21]",Republican,10/21/1999,106,CA
H.R. 3090,"Young, Don [Rep.-R-AK-00]",Republican,10/18/1999,106,AK
H.R. 3069,"Franks, Bob [Rep.-R-NJ-7]",Republican,10/13/1999,106,NJ
H.R. 3063,"Cubin, Barbara [Rep.-R-WY-00]",Republican,10/13/1999,106,WY
H.R. 3061,"Smith, Lamar [Rep.-R-TX-21]",Republican,10/12/1999,106,TX
H.R. 3051,"Udall, Tom [Rep.-D-NM-3]",Democratic,10/07/1999,106,NM
H.R. 3048,"McCollum, Bill [Rep.-R-FL-8]",Republican,10/07/1999,106,FL
H.R. 3036,"Shuster, Bud [Rep.-R-PA-9]",Republican,10/07/1999,106,PA
H.R. 3030,"Hinchey, Maurice D. [Rep.-D-NY-26]",Democratic,10/06/1999,106,NY
H.R. 3018,"Clyburn, James E. [Rep.-D-SC-6]",Democratic,10/05/1999,106,SC
H.R. 2984,"Barrett, Bill [Rep.-R-NE-3]",Republican,09/30/1999,106,NE
H.R. 2981,"Bliley, Tom [Rep.-R-VA-7]",Republican,09/30/1999,106,VA
H.R. 2961,"Bentsen, Ken [Rep.-D-TX-25]",Democratic,09/28/1999,106,TX
H.R. 2952,"DeMint, Jim [Rep.-R-SC-4]",Republican,09/27/1999,106,SC
H.R. 2941,"Kolbe, Jim [Rep.-R-AZ-5]",Republican,09/24/1999,106,AZ
H.R. 2938,"Roemer, Tim [Rep.-D-IN-3]",Democratic,09/23/1999,106,IN
H.R. 2909,"Gilman, Benjamin A. [Rep.-R-NY-20]",Republican,09/22/1999,106,NY
H.R. 2903,"Saxton, Jim [Rep.-R-NJ-3]",Republican,09/21/1999,106,NJ
H.R. 2889,"Cannon, Chris [Rep.-R-UT-3]",Republican,09/21/1999,106,UT
H.R. 2886,"Horn, Stephen [Rep.-R-CA-38]",Republican,09/21/1999,106,CA
H.R. 2884,"Bliley, Tom [Rep.-R-VA-7]",Republican,09/21/1999,106,VA
H.R. 2883,"Smith, Lamar [Rep.-R-TX-21]",Republican,09/21/1999,106,TX
H.R. 2879,"Northup, Anne M. [Rep.-R-KY-3]",Republican,09/15/1999,106,KY
H.R. 2863,"Hansen, James V. [Rep.-R-UT-1]",Republican,09/14/1999,106,UT
H.R. 2862,"Hansen, James V. [Rep.-R-UT-1]",Republican,09/14/1999,106,UT
H.R. 2842,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,09/13/1999,106,MD
H.R. 2841,"Christensen, Donna MC [Del.-D-VI-00]",Democratic,09/13/1999,106,VI
H.R. 2833,"Pastor, Ed [Rep.-D-AZ-2]",Democratic,09/09/1999,106,AZ
H.R. 2816,"Salmon, Matt [Rep.-R-AZ-1]",Republican,09/08/1999,106,AZ
H.R. 2780,"Myrick, Sue Wilkins [Rep.-R-NC-9]",Republican,08/05/1999,106,NC
H.R. 2778,"Moakley, John Joseph [Rep.-D-MA-9]",Democratic,08/05/1999,106,MA
H.R. 2773,"McCollum, Bill [Rep.-R-FL-8]",Republican,08/05/1999,106,FL
H.R. 2752,"Gibbons, Jim [Rep.-R-NV-2]",Republican,08/05/1999,106,NV
H.R. 2737,"Costello, Jerry F. [Rep.-D-IL-12]",Democratic,08/05/1999,106,IL
H.R. 2724,"Shuster, Bud [Rep.-R-PA-9]",Republican,08/05/1999,106,PA
H.R. 2684,"Walsh, James T. [Rep.-R-NY-25]",Republican,08/03/1999,106,NY
H.R. 2647,"Shadegg, John B. [Rep.-R-AZ-4]",Republican,07/29/1999,106,AZ
H.R. 2641,"Cubin, Barbara [Rep.-R-WY-00]",Republican,07/29/1999,106,WY
H.R. 2632,"Riley, Bob [Rep.-R-AL-3]",Republican,07/29/1999,106,AL
H.R. 2607,"Rohrabacher, Dana [Rep.-R-CA-45]",Republican,07/26/1999,106,CA
H.R. 2605,"Packard, Ron [Rep.-R-CA-48]",Republican,07/23/1999,106,CA
H.R. 2591,"Moran, Jerry [Rep.-R-KS-1]",Republican,07/22/1999,106,KS
H.R. 2570,"Regula, Ralph [Rep.-R-OH-16]",Republican,07/20/1999,106,OH
H.R. 2565,"Leach, James A. [Rep.-R-IA-1]",Republican,07/20/1999,106,IA
H.R. 2561,"Lewis, Jerry [Rep.-R-CA-40]",Republican,07/20/1999,106,CA
H.R. 2559,"Combest, Larry [Rep.-R-TX-19]",Republican,07/20/1999,106,TX
H.R. 2498,"Stearns, Cliff [Rep.-R-FL-6]",Republican,07/13/1999,106,FL
H.R. 2496,"Ortiz, Solomon P. [Rep.-D-TX-27]",Democratic,07/13/1999,106,TX
H.R. 2490,"Kolbe, Jim [Rep.-R-AZ-5]",Republican,07/13/1999,106,AZ
H.R. 2484,"Minge, David [Rep.-D-MN-2]",Democratic,07/12/1999,106,MN
H.R. 2465,"Hobson, David L. [Rep.-R-OH-7]",Republican,07/02/1999,106,OH
H.R. 2462,"Underwood, Robert A. [Del.-D-GU-00]",Democratic,07/01/1999,106,GU
H.R. 2460,"Taylor, Gene [Rep.-D-MS-5]",Democratic,07/01/1999,106,MS
H.R. 2454,"Saxton, Jim [Rep.-R-NJ-3]",Republican,07/01/1999,106,NJ
H.R. 2442,"Lazio, Rick [Rep.-R-NY-2]",Republican,07/01/1999,106,NY
H.R. 2412,"Souder, Mark E. [Rep.-R-IN-4]",Republican,06/30/1999,106,IN
H.R. 2401,"Lazio, Rick [Rep.-R-NY-2]",Republican,06/30/1999,106,NY
H.R. 2389,"Deal, Nathan [Rep.-R-GA-9]",Republican,06/30/1999,106,GA
H.R. 2368,"Young, Don [Rep.-R-AK-00]",Republican,06/29/1999,106,AK
H.R. 2367,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,06/29/1999,106,NJ
H.R. 2357,"Traficant, James A., Jr. [Rep.-D-OH-17]",Democratic,06/24/1999,106,OH
H.R. 2348,"Hansen, James V. [Rep.-R-UT-1]",Republican,06/24/1999,106,UT
H.R. 2346,"Ehlers, Vernon J. [Rep.-R-MI-3]",Republican,06/24/1999,106,MI
H.R. 2307,"McGovern, James P. [Rep.-D-MA-3]",Democratic,06/22/1999,106,MA
H.R. 2303,"Larson, John B. [Rep.-D-CT-1]",Democratic,06/22/1999,106,CT
H.R. 2302,"Hinchey, Maurice D. [Rep.-D-NY-26]",Democratic,06/22/1999,106,NY
H.R. 2296,"Christensen, Donna MC [Del.-D-VI-00]",Democratic,06/22/1999,106,VI
H.R. 2280,"Stump, Bob [Rep.-R-AZ-3]",Republican,06/18/1999,106,AZ
H.R. 2140,"Deal, Nathan [Rep.-R-GA-9]",Republican,06/10/1999,106,GA
H.R. 2130,"Upton, Fred [Rep.-R-MI-6]",Republican,06/10/1999,106,MI
H.R. 2116,"Stearns, Cliff [Rep.-R-FL-6]",Republican,06/09/1999,106,FL
H.R. 2084,"Wolf, Frank R. [Rep.-R-VA-10]",Republican,06/09/1999,106,VA
H.R. 2079,"Thune, John [Rep.-R-SD-00]",Republican,06/08/1999,106,SD
H.R. 2035,"Tauzin, W. J. (Billy) [Rep.-R-LA-3]",Republican,06/08/1999,106,LA
H.R. 1982,"Boehlert, Sherwood [Rep.-R-NY-23]",Republican,05/27/1999,106,NY
H.R. 1959,"Gonzalez, Charles A. [Rep.-D-TX-20]",Democratic,05/26/1999,106,TX
H.R. 1953,"Bono, Mary [Rep.-R-CA-44]",Republican,05/26/1999,106,CA
H.R. 1932,"Roemer, Tim [Rep.-D-IN-3]",Democratic,05/25/1999,106,IN
H.R. 1906,"Skeen, Joe [Rep.-R-NM-2]",Republican,05/24/1999,106,NM
H.R. 1905,"Taylor, Charles H. [Rep.-R-NC-11]",Republican,05/24/1999,106,NC
H.R. 1901,"Traficant, James A., Jr. [Rep.-D-OH-17]",Democratic,05/20/1999,106,OH
H.R. 1887,"Gallegly, Elton [Rep.-R-CA-23]",Republican,05/20/1999,106,CA
H.R. 1883,"Gilman, Benjamin A. [Rep.-R-NY-20]",Republican,05/20/1999,106,NY
H.R. 1832,"Oxley, Michael G. [Rep.-R-OH-4]",Republican,05/17/1999,106,OH
H.R. 1800,"Hutchinson, Asa [Rep.-R-AR-3]",Republican,05/13/1999,106,AR
H.R. 1795,"Burr, Richard [Rep.-R-NC-5]",Republican,05/13/1999,106,NC
H.R. 1794,"Brown, Sherrod [Rep.-D-OH-13]",Democratic,05/13/1999,106,OH
H.R. 1791,"Weller, Jerry [Rep.-R-IL-11]",Republican,05/13/1999,106,IL
H.R. 1753,"Doyle, Michael F. [Rep.-D-PA-18]",Democratic,05/11/1999,106,PA
H.R. 1749,"Ballenger, Cass [Rep.-R-NC-10]",Republican,05/11/1999,106,NC
H.R. 1729,"Goode, Virgil H., Jr. [Rep.-D-VA-5]",Democratic,05/06/1999,106,VA
H.R. 1725,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,05/06/1999,106,OR
H.R. 1715,"Bachus, Spencer [Rep.-R-AL-6]",Republican,05/06/1999,106,AL
H.R. 1695,"Gibbons, Jim [Rep.-R-NV-2]",Republican,05/05/1999,106,NV
H.R. 1693,"Ehrlich, Robert L., Jr. [Rep.-R-MD-2]",Republican,05/05/1999,106,MD
H.R. 1666,"Boyd, Allen [Rep.-D-FL-2]",Democratic,05/04/1999,106,FL
H.R. 1665,"Bateman, Herbert H. [Rep.-R-VA-1]",Republican,05/04/1999,106,VA
H.R. 1664,"Young, C. W. Bill [Rep.-R-FL-10]",Republican,05/04/1999,106,FL
H.R. 1663,"Calvert, Ken [Rep.-R-CA-43]",Republican,05/04/1999,106,CA
H.R. 1658,"Hyde, Henry J. [Rep.-R-IL-6]",Republican,05/04/1999,106,IL
H.R. 1654,"Rohrabacher, Dana [Rep.-R-CA-45]",Republican,05/03/1999,106,CA
H.R. 1653,"Young, Don [Rep.-R-AK-00]",Republican,04/29/1999,106,AK
H.R. 1651,"Young, Don [Rep.-R-AK-00]",Republican,04/29/1999,106,AK
H.R. 1619,"Gejdenson, Sam [Rep.-D-CT-2]",Democratic,04/29/1999,106,CT
H.R. 1615,"Sununu, John E. [Rep.-R-NH-1]",Republican,04/28/1999,106,NH
H.R. 1605,"Hutchinson, Asa [Rep.-R-AR-3]",Republican,04/28/1999,106,AR
H.R. 1568,"Talent, Jim [Rep.-R-MO-2]",Republican,04/27/1999,106,MO
H.R. 1555,"Goss, Porter J. [Rep.-R-FL-14]",Republican,04/26/1999,106,FL
H.R. 1550,"Smith, Nick [Rep.-R-MI-7]",Republican,04/26/1999,106,MI
H.R. 1528,"Cubin, Barbara [Rep.-R-WY-00]",Republican,04/22/1999,106,WY
H.R. 1509,"Johnson, Sam [Rep.-R-TX-3]",Republican,04/21/1999,106,TX
H.R. 1451,"LaHood, Ray [Rep.-R-IL-18]",Republican,04/15/1999,106,IL
H.R. 1444,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,04/15/1999,106,OR
H.R. 1379,"Gilman, Benjamin A. [Rep.-R-NY-20]",Republican,04/13/1999,106,NY
H.R. 1377,"Weller, Jerry [Rep.-R-IL-11]",Republican,04/13/1999,106,IL
H.R. 1376,"Archer, Bill [Rep.-R-TX-7]",Republican,04/13/1999,106,TX
H.R. 1374,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,04/12/1999,106,NJ
H.R. 1327,"Hooley, Darlene [Rep.-D-OR-5]",Democratic,03/25/1999,106,OR
H.R. 1251,"Cook, Merrill [Rep.-R-UT-2]",Republican,03/24/1999,106,UT
H.R. 1235,"Miller, George [Rep.-D-CA-7]",Democratic,03/23/1999,106,CA
H.R. 1231,"Gibbons, Jim [Rep.-R-NV-2]",Republican,03/23/1999,106,NV
