legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
H.R. 3363,"Fascell, Dante B. [Rep.-D-FL-15]",Democratic,04/02/1979,96,FL
H.R. 3354,"Stratton, Samuel S. [Rep.-D-NY-28]",Democratic,03/29/1979,96,NY
H.R. 3351,"Price, Melvin [Rep.-D-IL-23]",Democratic,03/29/1979,96,IL
H.R. 3343,"McKinney, Stewart B. [Rep.-R-CT-04]",Republican,03/29/1979,96,CT
H.R. 3324,"Zablocki, Clement J. [Rep.-D-WI-04]",Democratic,03/29/1979,96,WI
H.R. 3320,"Regula, Ralph [Rep.-R-OH-16]",Republican,03/28/1979,96,OH
H.R. 3319,"Lewis, Jerry [Rep.-R-CA-37]",Republican,03/28/1979,96,CA
H.R. 3317,"Devine, Samuel L. [Rep.-R-OH-12]",Republican,03/28/1979,96,OH
H.R. 3292,"Forsythe, Edwin B. [Rep.-R-NJ-06]",Republican,03/28/1979,96,NJ
H.R. 3236,"Pickle, J. J. [Rep.-D-TX-10]",Democratic,03/27/1979,96,TX
H.R. 3234,"Goldwater, Barry, Jr. [Rep.-R-CA-20]",Republican,03/26/1979,96,CA
H.R. 3218,"Dicks, Norman D. [Rep.-D-WA-06]",Democratic,03/22/1979,96,WA
H.R. 3210,"Santini, James D. [Rep.-D-NV-98]",Democratic,03/22/1979,96,NV
H.R. 3173,"Zablocki, Clement J. [Rep.-D-WI-04]",Democratic,03/22/1979,96,WI
H.R. 3146,"Zeferetti, Leo C. [Rep.-D-NY-15]",Democratic,03/20/1979,96,NY
H.R. 3142,"Holtzman, Elizabeth [Rep.-D-NY-16]",Democratic,03/20/1979,96,NY
H.R. 3139,"Edwards, Don [Rep.-D-CA-10]",Democratic,03/20/1979,96,CA
H.R. 3138,"Dornan, Robert K. [Rep.-R-CA-27]",Republican,03/20/1979,96,CA
H.R. 3122,"Vanik, Charles A. [Rep.-D-OH-22]",Democratic,03/20/1979,96,OH
H.R. 3096,"Steed, Tom [Rep.-D-OK-04]",Democratic,03/19/1979,96,OK
H.R. 3091,"Rostenkowski, Dan [Rep.-D-IL-08]",Democratic,03/19/1979,96,IL
H.R. 2872,"Waxman, Henry A. [Rep.-D-CA-24]",Democratic,03/13/1979,96,CA
H.R. 2807,"Edwards, Don [Rep.-D-CA-10]",Democratic,03/13/1979,96,CA
H.R. 2805,"Danielson, George E. [Rep.-D-CA-30]",Democratic,03/13/1979,96,CA
H.R. 2797,"Ullman, Al [Rep.-D-OR-02]",Democratic,03/12/1979,96,OR
H.R. 2782,"Harkin, Tom [Rep.-D-IA-05]",Democratic,03/08/1979,96,IA
H.R. 2774,"Zablocki, Clement J. [Rep.-D-WI-04]",Democratic,03/08/1979,96,WI
H.R. 2771,"Wyatt, Joe, Jr. [Rep.-D-TX-14]",Democratic,03/08/1979,96,TX
H.R. 2759,"Murphy, John M. [Rep.-D-NY-17]",Democratic,03/08/1979,96,NY
H.R. 2743,"Fuqua, Don [Rep.-D-FL-02]",Democratic,03/08/1979,96,FL
H.R. 2729,"Brown, George E., Jr. [Rep.-D-CA-36]",Democratic,03/08/1979,96,CA
H.R. 2727,"Ullman, Al [Rep.-D-OR-02]",Democratic,03/08/1979,96,OR
H.R. 2676,"Ambro, Jerome A. [Rep.-D-NY-03]",Democratic,03/07/1979,96,NY
H.R. 2594,"Ottinger, Richard L. [Rep.-D-NY-24]",Democratic,03/01/1979,96,NY
H.R. 2593,"Green, S. William [Rep.-R-NY-18]",Republican,03/01/1979,96,NY
H.R. 2584,"Spellman, Gladys Noon [Rep.-D-MD-05]",Democratic,03/01/1979,96,MD
H.R. 2583,"Spellman, Gladys Noon [Rep.-D-MD-05]",Democratic,03/01/1979,96,MD
H.R. 2538,"Biaggi, Mario [Rep.-D-NY-10]",Democratic,03/01/1979,96,NY
H.R. 2534,"Ullman, Al [Rep.-D-OR-02]",Democratic,03/01/1979,96,OR
H.R. 2533,"Van Deerlin, Lionel [Rep.-D-CA-42]",Democratic,02/28/1979,96,CA
H.R. 2532,"Thomas, William M. [Rep.-R-CA-18]",Republican,02/28/1979,96,CA
H.R. 2531,"Snowe, Olympia J. [Rep.-R-ME-02]",Republican,02/28/1979,96,ME
H.R. 2520,"Murphy, John M. [Rep.-D-NY-17]",Democratic,02/28/1979,96,NY
H.R. 2515,"Alexander, Bill [Rep.-D-AR-01]",Democratic,02/28/1979,96,AR
H.R. 2510,"Spellman, Gladys Noon [Rep.-D-MD-05]",Democratic,02/28/1979,96,MD
H.R. 2479,"Zablocki, Clement J. [Rep.-D-WI-04]",Democratic,02/28/1979,96,WI
H.R. 2477,"Lagomarsino, Robert J. [Rep.-R-CA-19]",Republican,02/27/1979,96,CA
H.R. 2475,"Hutto, Earl [Rep.-D-FL-01]",Democratic,02/27/1979,96,FL
H.R. 2440,"Anderson, Glenn M. [Rep.-D-CA-32]",Democratic,02/27/1979,96,CA
H.R. 2439,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,02/27/1979,96,MS
H.R. 2433,"Burgener, Clair W. [Rep.-R-CA-43]",Republican,02/26/1979,96,CA
H.R. 2432,"Burgener, Clair W. [Rep.-R-CA-43]",Republican,02/26/1979,96,CA
H.R. 2318,"Fisher, Joesph L. [Rep.-D-VA-10]",Democratic,02/21/1979,96,VA
H.R. 2313,"Scheuer, James H. [Rep.-D-NY-11]",Democratic,02/21/1979,96,NY
H.R. 2301,"Kastenmeier, Robert W. [Rep.-D-WI-02]",Democratic,02/21/1979,96,WI
H.R. 2283,"Moorhead, William S. [Rep.-D-PA-14]",Democratic,02/21/1979,96,PA
H.R. 2282,"Montgomery, G. V. (Sonny) [Rep.-D-MS-03]",Democratic,02/21/1979,96,MS
H.R. 2196,"Howard, James J. [Rep.-D-NJ-03]",Democratic,02/15/1979,96,NJ
H.R. 2170,"Fisher, Joesph L. [Rep.-D-VA-10]",Democratic,02/15/1979,96,VA
H.R. 2154,"Bennett, Charles E. [Rep.-D-FL-03]",Democratic,02/15/1979,96,FL
H.R. 2148,"Stanton, J. William [Rep.-R-OH-11]",Republican,02/13/1979,96,OH
H.R. 2145,"Mitchell, Parren J. [Rep.-D-MD-07]",Democratic,02/13/1979,96,MD
H.R. 2111,"Fazio, Vic [Rep.-D-CA-04]",Democratic,02/13/1979,96,CA
H.R. 2102,"Andrews, Mark [Rep.-R-ND-00]",Republican,02/13/1979,96,ND
H.R. 2098,"Young, C. W. Bill [Rep.-R-FL-06]",Republican,02/08/1979,96,FL
H.R. 2043,"Oberstar, James L. [Rep.-D-MN-08]",Democratic,02/08/1979,96,MN
H.R. 1967,"Johnson, James P. (Jim) [Rep.-R-CO-04]",Republican,02/08/1979,96,CO
H.R. 1902,"Annunzio, Frank [Rep.-D-IL-11]",Democratic,02/08/1979,96,IL
H.R. 1889,"Brown, George E., Jr. [Rep.-D-CA-36]",Democratic,02/05/1979,96,CA
H.R. 1888,"Bingham, Jonathan B. [Rep.-D-NY-22]",Democratic,02/05/1979,96,NY
H.R. 1887,"Beilenson, Anthony C. [Rep.-D-CA-23]",Democratic,02/05/1979,96,CA
H.R. 1885,"Udall, Morris K. [Rep.-D-AZ-02]",Democratic,02/05/1979,96,AZ
H.R. 1829,"Rodino, Peter W., Jr. [Rep.-D-NJ-10]",Democratic,02/01/1979,96,NJ
H.R. 1827,"Hughes, William J. [Rep.-D-NJ-02]",Democratic,02/01/1979,96,NJ
H.R. 1825,"Udall, Morris K. [Rep.-D-AZ-02]",Democratic,02/01/1979,96,AZ
H.R. 1787,"Fuqua, Don [Rep.-D-FL-02]",Democratic,02/01/1979,96,FL
H.R. 1786,"Fuqua, Don [Rep.-D-FL-02]",Democratic,02/01/1979,96,FL
H.R. 1781,"Dickinson, William L. [Rep.-R-AL-02]",Republican,02/01/1979,96,AL
H.R. 1762,"Lujan, Manuel, Jr. [Rep.-R-NM-01]",Republican,01/31/1979,96,NM
H.R. 1753,"Erlenborn, John N. [Rep.-R-IL-14]",Republican,01/31/1979,96,IL
H.R. 1628,"Frenzel, Bill [Rep.-R-MN-03]",Republican,01/29/1979,96,MN
H.R. 1619,"Burton, Phillip [Rep.-D-CA-06]",Democratic,01/29/1979,96,CA
H.R. 1616,"Burton, Phillip [Rep.-D-CA-06]",Democratic,01/29/1979,96,CA
H.R. 1559,"Oberstar, James L. [Rep.-D-MN-08]",Democratic,01/25/1979,96,MN
H.R. 1489,"Pease, Donald J. [Rep.-D-OH-13]",Democratic,01/24/1979,96,OH
H.R. 1486,"Hutto, Earl [Rep.-D-FL-01]",Democratic,01/24/1979,96,FL
H.R. 1316,"Corman, James C. [Rep.-D-CA-21]",Democratic,01/23/1979,96,CA
H.R. 1301,"Sawyer, Harold S. [Rep.-R-MI-05]",Republican,01/23/1979,96,MI
H.R. 1298,"Rahall, Nick J., II [Rep.-D-WV-04]",Democratic,01/23/1979,96,WV
H.R. 1283,"Pritchard, Joel [Rep.-R-WA-01]",Republican,01/22/1979,96,WA
H.R. 1198,"Biaggi, Mario [Rep.-D-NY-10]",Democratic,01/22/1979,96,NY
H.R. 1196,"Biaggi, Mario [Rep.-D-NY-10]",Democratic,01/22/1979,96,NY
H.R. 1163,"Richmond, Frederick W. [Rep.-D-NY-14]",Democratic,01/18/1979,96,NY
H.R. 1158,"Danielson, George E. [Rep.-D-CA-30]",Democratic,01/18/1979,96,CA
H.R. 1153,"Anderson, John B. [Rep.-R-IL-16]",Republican,01/18/1979,96,IL
H.R. 1147,"Ullman, Al [Rep.-D-OR-02]",Democratic,01/18/1979,96,OR
H.R. 999,"de la Garza, E. [Rep.-D-TX-15]",Democratic,01/18/1979,96,TX
H.R. 998,"de la Garza, E. [Rep.-D-TX-15]",Democratic,01/18/1979,96,TX
H.R. 949,"Wilson, Robert C. [Rep.-R-CA-41]",Republican,01/15/1979,96,CA
H.R. 948,"Wilson, Robert C. [Rep.-R-CA-41]",Republican,01/15/1979,96,CA
H.R. 946,"Wilson, Robert C. [Rep.-R-CA-41]",Republican,01/15/1979,96,CA
H.R. 936,"Moorhead, Carlos J. [Rep.-R-CA-22]",Republican,01/15/1979,96,CA
H.R. 935,"Moorhead, Carlos J. [Rep.-R-CA-22]",Republican,01/15/1979,96,CA
H.R. 932,"McCloskey, Paul N., Jr. [Rep.-R-CA-12]",Republican,01/15/1979,96,CA
H.R. 929,"Lent, Norman F. [Rep.-R-NY-04]",Republican,01/15/1979,96,NY
H.R. 927,"Latta, Delbert L. [Rep.-R-OH-05]",Republican,01/15/1979,96,OH
H.R. 918,"Hyde, Henry J. [Rep.-R-IL-06]",Republican,01/15/1979,96,IL
H.R. 901,"Danielson, George E. [Rep.-D-CA-30]",Democratic,01/15/1979,96,CA
H.R. 900,"Danielson, George E. [Rep.-D-CA-30]",Democratic,01/15/1979,96,CA
H.R. 899,"Danielson, George E. [Rep.-D-CA-30]",Democratic,01/15/1979,96,CA
H.R. 898,"Danielson, George E. [Rep.-D-CA-30]",Democratic,01/15/1979,96,CA
H.R. 896,"Danielson, George E. [Rep.-D-CA-30]",Democratic,01/15/1979,96,CA
H.R. 894,"Daniel, Robert W., Jr. [Rep.-R-VA-04]",Republican,01/15/1979,96,VA
H.R. 891,"Chappell, Bill, Jr. [Rep.-D-FL-04]",Democratic,01/15/1979,96,FL
H.R. 887,"Bennett, Charles E. [Rep.-D-FL-03]",Democratic,01/15/1979,96,FL
H.R. 827,"Wilson, Charles H. [Rep.-D-CA-31]",Democratic,01/15/1979,96,CA
H.R. 600,"Moorhead, Carlos J. [Rep.-R-CA-22]",Republican,01/15/1979,96,CA
H.R. 595,"Mollohan, Robert H. [Rep.-D-WV-01]",Democratic,01/15/1979,96,WV
H.R. 507,"Johnson, Harold T. [Rep.-D-CA-01]",Democratic,01/15/1979,96,CA
H.R. 126,"Bennett, Charles E. [Rep.-D-FL-03]",Democratic,01/15/1979,96,FL
H.R. 111,"Murphy, John M. [Rep.-D-NY-17]",Democratic,01/15/1979,96,NY
H.R. 39,"Udall, Morris K. [Rep.-D-AZ-02]",Democratic,01/15/1979,96,AZ
H.R. 24,"Brooks, Jack B. [Rep.-D-TX-09]",Democratic,01/15/1979,96,TX
H.R. 10,"Kastenmeier, Robert W. [Rep.-D-WI-02]",Democratic,01/15/1979,96,WI
H.J.Res. 644,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,12/13/1980,96,MS
H.J.Res. 642,"Murtha, John P. [Rep.-D-PA-12]",Democratic,12/12/1980,96,PA
H.J.Res. 634,"Wright, James C., Jr. [Rep.-D-TX-12]",Democratic,11/21/1980,96,TX
H.J.Res. 615,"Thompson, Frank, Jr. [Rep.-D-NJ-04]",Democratic,09/24/1980,96,NJ
H.J.Res. 610,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,09/16/1980,96,MS
H.J.Res. 607,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,09/09/1980,96,MS
H.J.Res. 601,"Long, Clarence D. [Rep.-D-MD-02]",Democratic,08/27/1980,96,MD
H.J.Res. 594,"Addabbo, Joseph P. [Rep.-D-NY-07]",Democratic,08/18/1980,96,NY
H.J.Res. 589,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,07/24/1980,96,MS
H.J.Res. 570,Sponsor information not received,,06/13/1980,96,N/A
H.J.Res. 569,Sponsor information not received,,06/13/1980,96,N/A
H.J.Res. 568,"Wolff, Lester L. [Rep.-D-NY-06]",Democratic,06/12/1980,96,NY
H.J.Res. 560,"Foley, Thomas S. [Rep.-D-WA-05]",Democratic,05/29/1980,96,WA
H.J.Res. 554,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,05/28/1980,96,MS
H.J.Res. 551,"Murphy, John M. [Rep.-D-NY-17]",Democratic,05/14/1980,96,NY
H.J.Res. 545,"Yates, Sidney R. [Rep.-D-IL-09]",Democratic,05/08/1980,96,IL
H.J.Res. 541,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,05/01/1980,96,MS
H.J.Res. 521,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,03/26/1980,96,MS
H.J.Res. 520,"Moorhead, William S. [Rep.-D-PA-14]",Democratic,03/25/1980,96,PA
H.J.Res. 514,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,03/19/1980,96,MS
H.J.Res. 494,"Thompson, Frank, Jr. [Rep.-D-NJ-04]",Democratic,01/31/1980,96,NJ
H.J.Res. 493,"Thompson, Frank, Jr. [Rep.-D-NJ-04]",Democratic,01/31/1980,96,NJ
H.J.Res. 478,"Moorhead, William S. [Rep.-D-PA-14]",Democratic,01/22/1980,96,PA
H.J.Res. 477,"Lloyd, James F. [Rep.-D-CA-35]",Democratic,01/22/1980,96,CA
H.J.Res. 474,"Addabbo, Joseph P. [Rep.-D-NY-07]",Democratic,01/22/1980,96,NY
H.J.Res. 472,"Trible, Paul S., Jr. [Rep.-R-VA-01]",Republican,12/20/1979,96,VA
H.J.Res. 469,"Conable, Barber B., Jr. [Rep.-R-NY-35]",Republican,12/20/1979,96,NY
H.J.Res. 468,"Foley, Thomas S. [Rep.-D-WA-05]",Democratic,12/20/1979,96,WA
H.J.Res. 467,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,12/19/1979,96,MS
H.J.Res. 463,"Forsythe, Edwin B. [Rep.-R-NJ-06]",Republican,12/12/1979,96,NJ
H.J.Res. 462,"Levitas, Elliott H. [Rep.-D-GA-04]",Democratic,12/10/1979,96,GA
H.J.Res. 458,"Rinaldo, Matthew J. [Rep.-R-NJ-12]",Republican,12/05/1979,96,NJ
H.J.Res. 448,"Campbell, Carroll A., Jr. [Rep.-R-SC-04]",Republican,11/20/1979,96,SC
H.J.Res. 445,"Conte, Silvio O. [Rep.-R-MA-01]",Republican,11/13/1979,96,MA
H.J.Res. 442,"Mica, Daniel Andrew [Rep.-D-FL-11]",Democratic,11/09/1979,96,FL
H.J.Res. 440,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,11/09/1979,96,MS
H.J.Res. 434,"Coelho, Anthony Lee [Rep.-D-CA-15]",Democratic,10/29/1979,96,CA
H.J.Res. 428,"Biaggi, Mario [Rep.-D-NY-10]",Democratic,10/23/1979,96,NY
H.J.Res. 414,"Guyer, Tennyson [Rep.-R-OH-04]",Republican,10/09/1979,96,OH
H.J.Res. 412,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,10/09/1979,96,MS
H.J.Res. 406,"Moorhead, William S. [Rep.-D-PA-14]",Democratic,09/21/1979,96,PA
H.J.Res. 373,"Zablocki, Clement J. [Rep.-D-WI-04]",Democratic,06/28/1979,96,WI
H.J.Res. 367,"Preyer, Richardson [Rep.-D-NC-06]",Democratic,06/26/1979,96,NC
H.J.Res. 353,"Fuqua, Don [Rep.-D-FL-02]",Democratic,06/05/1979,96,FL
H.J.Res. 337,"Kastenmeier, Robert W. [Rep.-D-WI-02]",Democratic,05/22/1979,96,WI
H.J.Res. 303,"Murphy, John M. [Rep.-D-NY-17]",Democratic,04/24/1979,96,NY
H.J.Res. 283,"Zablocki, Clement J. [Rep.-D-WI-04]",Democratic,03/28/1979,96,WI
H.J.Res. 267,"Sebelius, Keith G. [Rep.-R-KS-01]",Republican,03/20/1979,96,KS
H.J.Res. 262,"Ford, William D. [Rep.-D-MI-15]",Democratic,03/20/1979,96,MI
H.J.Res. 244,"Burton, John [Rep.-D-CA-05]",Democratic,03/08/1979,96,CA
H.J.Res. 209,"Forsythe, Edwin B. [Rep.-R-NJ-06]",Republican,02/15/1979,96,NJ
H.J.Res. 205,"Rangel, Charles B. [Rep.-D-NY-19]",Democratic,02/13/1979,96,NY
H.J.Res. 199,"Udall, Morris K. [Rep.-D-AZ-02]",Democratic,02/08/1979,96,AZ
H.J.Res. 68,"Marriott, David Daniel [Rep.-R-UT-02]",Republican,01/15/1979,96,UT
H.J.Res. 19,"Anderson, Glenn M. [Rep.-D-CA-32]",Democratic,01/15/1979,96,CA
H.J.Res. 3,"Steed, Tom [Rep.-D-OK-04]",Democratic,01/15/1979,96,OK
H.J.Res. 1,"Brademas, John [Rep.-D-IN-03]",Democratic,01/15/1979,96,IN
S. 3261,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,12/10/1980,96,HI
S. 3235,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,12/02/1980,96,AZ
S. 3212,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,11/18/1980,96,NY
S. 3193,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,11/12/1980,96,NY
S. 3180,"Williams, Harrison A., Jr. [Sen.-D-NJ-00]",Democratic,09/30/1980,96,NJ
S. 3152,"Randolph, Jennings [Sen.-D-WV-00]",Democratic,09/24/1980,96,WV
S. 3148,"Dole, Robert J. [Sen.-R-KS-00]",Republican,09/24/1980,96,KS
S. 3096,"Nelson, Gaylord [Sen.-D-WI-00]",Democratic,09/08/1980,96,WI
S. 3074,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,08/26/1980,96,WA
S. 3072,"Melcher, John [Sen.-D-MT-00]",Democratic,08/26/1980,96,MT
S. 3044,"Weicker, Lowell P., Jr. [Sen.-R-CT-00]",Republican,08/20/1980,96,CT
S. 3027,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,08/06/1980,96,ND
S. 2995,"Bentsen, Lloyd M. [Sen.-D-TX-00]",Democratic,07/30/1980,96,TX
S. 2961,"Goldwater, Barry [Sen.-R-AZ-00]",Republican,07/24/1980,96,AZ
S. 2936,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,07/02/1980,96,RI
S. 2849,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,06/19/1980,96,HI
S. 2801,"Boren, David L. [Sen.-D-OK-00]",Democratic,06/09/1980,96,OK
S. 2730,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,05/15/1980,96,NV
S. 2729,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,05/15/1980,96,NY
S. 2728,"Melcher, John [Sen.-D-MT-00]",Democratic,05/15/1980,96,MT
S. 2726,"Culver, John C. [Sen.-D-IA-00]",Democratic,05/15/1980,96,IA
S. 2725,"Randolph, Jennings [Sen.-D-WV-00]",Democratic,05/15/1980,96,WV
S. 2719,"Williams, Harrison A., Jr. [Sen.-D-NJ-00]",Democratic,05/15/1980,96,NJ
S. 2698,"Nelson, Gaylord [Sen.-D-WI-00]",Democratic,05/14/1980,96,WI
S. 2680,"Bumpers, Dale [Sen.-D-AR-00]",Democratic,05/08/1980,96,AR
S. 2666,"Church, Frank [Sen.-D-ID-00]",Democratic,05/06/1980,96,ID
S. 2648,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,05/02/1980,96,RI
S. 2637,"Ribicoff, Abraham A. [Sen.-D-CT-00]",Democratic,05/01/1980,96,CT
S. 2622,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,04/29/1980,96,NV
S. 2597,"Bayh, Birch [Sen.-D-IN-00]",Democratic,04/23/1980,96,IN
S. 2549,"Magnuson, Warren G. [Sen.-D-WA-00]",Democratic,04/03/1980,96,WA
S. 2546,"Armstrong, William L. [Sen.-R-CO-00]",Republican,04/03/1980,96,CO
S. 2517,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,04/01/1980,96,RI
S. 2511,"Bayh, Birch [Sen.-D-IN-00]",Democratic,04/01/1980,96,IN
S. 2508,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,04/01/1980,96,AZ
S. 2492,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,03/27/1980,96,HI
S. 2489,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,03/27/1980,96,NV
S. 2475,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,03/25/1980,96,NV
S. 2460,"Hart, Gary W. [Sen.-D-CO-00]",Democratic,03/20/1980,96,CO
S. 2443,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,03/19/1980,96,NY
S. 2441,"Bayh, Birch [Sen.-D-IN-00]",Democratic,03/19/1980,96,IN
S. 2427,"Talmadge, Herman E. [Sen.-D-GA-00]",Democratic,03/17/1980,96,GA
S. 2412,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,03/12/1980,96,NM
S. 2398,"Hatfield, Mark O. [Sen.-R-OR-00]",Republican,03/06/1980,96,OR
S. 2382,"Heinz, John [Sen.-R-PA-00]",Republican,03/05/1980,96,PA
S. 2363,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,02/28/1980,96,NM
S. 2357,"Metzenbaum, Howard M. [Sen.-D-OH-00]",Democratic,02/28/1980,96,OH
S. 2352,"Proxmire, William [Sen.-D-WI-00]",Democratic,02/26/1980,96,WI
S. 2320,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,02/20/1980,96,NV
S. 2318,"Hatfield, Mark O. [Sen.-R-OR-00]",Republican,02/20/1980,96,OR
S. 2271,"Church, Frank [Sen.-D-ID-00]",Democratic,02/06/1980,96,ID
S. 2269,"Zorinsky, Edward [Sen.-D-NE-00]",Democratic,02/06/1980,96,NE
S. 2261,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,02/05/1980,96,NM
S. 2253,"Kassebaum, Nancy Landon [Sen.-R-KS-00]",Republican,02/04/1980,96,KS
S. 2251,"Metzenbaum, Howard M. [Sen.-D-OH-00]",Democratic,02/04/1980,96,OH
S. 2245,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,02/01/1980,96,NV
S. 2240,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,01/30/1980,96,NV
S. 2227,"Long, Russell B. [Sen.-D-LA-00]",Democratic,01/28/1980,96,LA
S. 2225,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,01/25/1980,96,RI
S. 2223,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,01/25/1980,96,AZ
S. 2222,"Melcher, John [Sen.-D-MT-00]",Democratic,01/25/1980,96,MT
S. 2189,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,01/03/1980,96,LA
S. 2185,"Danforth, John C. [Sen.-R-MO-00]",Republican,12/20/1979,96,MO
S. 2163,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,12/20/1979,96,NV
S. 2145,"Thurmond, Strom [Sen.-R-SC-00]",Republican,12/17/1979,96,SC
S. 2134,"Randolph, Jennings [Sen.-D-WV-00]",Democratic,12/14/1979,96,WV
S. 2126,"Melcher, John [Sen.-D-MT-00]",Democratic,12/12/1979,96,MT
S. 2069,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,11/30/1979,96,RI
S. 2055,"Hatfield, Mark O. [Sen.-R-OR-00]",Republican,11/28/1979,96,OR
S. 2043,"Melcher, John [Sen.-D-MT-00]",Democratic,11/26/1979,96,MT
S. 2027,"Hayakawa, Samuel Ichiye [Sen.-R-CA-00]",Republican,11/19/1979,96,CA
S. 2009,"Church, Frank [Sen.-D-ID-00]",Democratic,11/14/1979,96,ID
S. 1998,"Cranston, Alan [Sen.-D-CA-00]",Democratic,11/09/1979,96,CA
S. 1996,"Melcher, John [Sen.-D-MT-00]",Democratic,11/09/1979,96,MT
S. 1985,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,11/07/1979,96,AZ
S. 1972,"Schmitt, Harrison H. [Sen.-R-NM-00]",Republican,11/02/1979,96,NM
S. 1946,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,10/29/1979,96,NV
S. 1918,"Nunn, Sam [Sen.-D-GA-00]",Democratic,10/22/1979,96,GA
S. 1916,"Javits, Jacob K. [Sen.-R-NY-00]",Republican,10/22/1979,96,NY
S. 1905,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,10/17/1979,96,NV
S. 1895,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,10/16/1979,96,NM
S. 1874,"Bayh, Birch [Sen.-D-IN-00]",Democratic,10/11/1979,96,IN
S. 1873,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,10/10/1979,96,AZ
S. 1871,"Metzenbaum, Howard M. [Sen.-D-OH-00]",Democratic,10/10/1979,96,OH
S. 1863,"Hollings, Ernest F. [Sen.-D-SC-00]",Democratic,10/05/1979,96,SC
S. 1850,"Bumpers, Dale [Sen.-D-AR-00]",Democratic,10/01/1979,96,AR
S. 1847,"Proxmire, William [Sen.-D-WI-00]",Democratic,10/01/1979,96,WI
S. 1835,"Sasser, Jim [Sen.-D-TN-00]",Democratic,09/28/1979,96,TN
S. 1828,"Church, Frank [Sen.-D-ID-00]",Democratic,09/27/1979,96,ID
S. 1824,"Helms, Jesse [Sen.-R-NC-00]",Republican,09/26/1979,96,NC
S. 1803,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,09/24/1979,96,WA
S. 1798,"Cannon, Howard W. [Sen.-D-NV-00]",Democratic,09/21/1979,96,NV
S. 1796,"Melcher, John [Sen.-D-MT-00]",Democratic,09/21/1979,96,MT
S. 1795,"Melcher, John [Sen.-D-MT-00]",Democratic,09/21/1979,96,MT
S. 1792,"McGovern, George [Sen.-D-SD-00]",Democratic,09/21/1979,96,SD
S. 1790,"Bayh, Birch [Sen.-D-IN-00]",Democratic,09/21/1979,96,IN
S. 1788,"Lugar, Richard G. [Sen.-R-IN-00]",Republican,09/21/1979,96,IN
S. 1786,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,09/21/1979,96,WA
S. 1784,"Stevens, Ted [Sen.-R-AK-00]",Republican,09/20/1979,96,AK
S. 1772,"Heflin, Howell [Sen.-D-AL-00]",Democratic,09/19/1979,96,AL
S. 1730,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,09/10/1979,96,NM
S. 1728,"Bentsen, Lloyd M. [Sen.-D-TX-00]",Democratic,09/10/1979,96,TX
