legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
H.R. 422,"Wyden, Ron [Rep.-D-OR-3]",Democratic,01/03/1989,101,OR
H.R. 419,"Wheat, Alan [Rep.-D-MO-5]",Democratic,01/03/1989,101,MO
H.R. 310,"Olin, James R. [Rep.-D-VA-6]",Democratic,01/03/1989,101,VA
H.R. 293,"Moakley, John Joseph [Rep.-D-MA-9]",Democratic,01/03/1989,101,MA
H.R. 215,"Oakar, Mary Rose [Rep.-D-OH-20]",Democratic,01/03/1989,101,OH
H.R. 150,"Donnelly, Brian J. [Rep.-D-MA-11]",Democratic,01/03/1989,101,MA
H.R. 94,"Boehlert, Sherwood [Rep.-R-NY-25]",Republican,01/03/1989,101,NY
H.R. 91,"Berman, Howard L. [Rep.-D-CA-26]",Democratic,01/03/1989,101,CA
H.R. 76,"Bennett, Charles E. [Rep.-D-FL-3]",Democratic,01/03/1989,101,FL
H.R. 29,"Fish, Hamilton, Jr. [Rep.-R-NY-21]",Republican,01/03/1989,101,NY
H.R. 24,"Hawkins, Augustus F. [Rep.-D-CA-29]",Democratic,01/03/1989,101,CA
H.R. 7,"Hawkins, Augustus F. [Rep.-D-CA-29]",Democratic,01/03/1989,101,CA
H.R. 1,"Gonzalez, Henry B. [Rep.-D-TX-20]",Democratic,01/03/1989,101,TX
H.J.Res. 687,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,10/27/1990,101,MS
H.J.Res. 682,"Gray, William H., III [Rep.-D-PA-2]",Democratic,10/24/1990,101,PA
H.J.Res. 681,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,10/24/1990,101,MS
H.J.Res. 677,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,10/18/1990,101,MS
H.J.Res. 673,"Duncan, John J., Jr. [Rep.-R-TN-2]",Republican,10/17/1990,101,TN
H.J.Res. 669,"Conte, Silvio O. [Rep.-R-MA-1]",Republican,10/16/1990,101,MA
H.J.Res. 667,"Kanjorski, Paul E. [Rep.-D-PA-11]",Democratic,10/10/1990,101,PA
H.J.Res. 666,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,10/07/1990,101,MS
H.J.Res. 657,"Hughes, William J. [Rep.-D-NJ-2]",Democratic,09/26/1990,101,NJ
H.J.Res. 655,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,09/25/1990,101,MS
H.J.Res. 652,"Chandler, Rod D. [Rep.-R-WA-8]",Republican,09/24/1990,101,WA
H.J.Res. 649,"Gephardt, Richard A. [Rep.-D-MO-3]",Democratic,09/10/1990,101,MO
H.J.Res. 627,"Mineta, Norman Y. [Rep.-D-CA-13]",Democratic,07/19/1990,101,CA
H.J.Res. 625,"Gephardt, Richard A. [Rep.-D-MO-3]",Democratic,07/19/1990,101,MO
H.J.Res. 606,"Russo, Martin A. [Rep.-D-IL-3]",Democratic,06/19/1990,101,IL
H.J.Res. 603,"Clement, Bob [Rep.-D-TN-5]",Democratic,06/14/1990,101,TN
H.J.Res. 602,"Slaughter, Louise McIntosh [Rep.-D-NY-30]",Democratic,06/13/1990,101,NY
H.J.Res. 599,"Stangeland, Arlan [Rep.-R-MN-7]",Republican,06/12/1990,101,MN
H.J.Res. 591,"Smith, Lawrence [Rep.-D-FL-16]",Democratic,06/07/1990,101,FL
H.J.Res. 587,"Clay, William (Bill) [Rep.-D-MO-1]",Democratic,06/06/1990,101,MO
H.J.Res. 577,"Faleomavaega, Eni F. H. [Del.-D-AS-00]",Democratic,05/24/1990,101,AS
H.J.Res. 575,"Sangmeister, George E. [Rep.-D-IL-4]",Democratic,05/22/1990,101,IL
H.J.Res. 568,"Manton, Thomas J. [Rep.-D-NY-9]",Democratic,05/15/1990,101,NY
H.J.Res. 566,"Espy, Mike [Rep.-D-MS-2]",Democratic,05/09/1990,101,MS
H.J.Res. 562,"Oakar, Mary Rose [Rep.-D-OH-20]",Democratic,05/03/1990,101,OH
H.J.Res. 555,"Quillen, James H. (Jimmy) [Rep.-R-TN-1]",Republican,04/24/1990,101,TN
H.J.Res. 554,"Aspin, Les [Rep.-D-WI-1]",Democratic,04/24/1990,101,WI
H.J.Res. 553,"Fazio, Vic [Rep.-D-CA-4]",Democratic,04/23/1990,101,CA
H.J.Res. 548,"Weber, Vin [Rep.-R-MN-2]",Republican,04/04/1990,101,MN
H.J.Res. 546,"Harris, Claude [Rep.-D-AL-7]",Democratic,04/04/1990,101,AL
H.J.Res. 525,"Snowe, Olympia J. [Rep.-R-ME-2]",Republican,03/20/1990,101,ME
H.J.Res. 520,"Hoyer, Steny H. [Rep.-D-MD-5]",Democratic,03/15/1990,101,MD
H.J.Res. 519,"Slattery, Jim [Rep.-D-KS-2]",Democratic,03/14/1990,101,KS
H.J.Res. 518,"Lloyd, Marilyn [Rep.-D-TN-3]",Democratic,03/14/1990,101,TN
H.J.Res. 516,"Hughes, William J. [Rep.-D-NJ-2]",Democratic,03/14/1990,101,NJ
H.J.Res. 515,"Frost, Martin [Rep.-D-TX-24]",Democratic,03/14/1990,101,TX
H.J.Res. 500,"Michel, Robert H. [Rep.-R-IL-18]",Republican,03/05/1990,101,IL
H.J.Res. 490,"Kildee, Dale E. [Rep.-D-MI-7]",Democratic,02/27/1990,101,MI
H.J.Res. 482,"Manton, Thomas J. [Rep.-D-NY-9]",Democratic,02/21/1990,101,NY
H.J.Res. 469,"Luken, Thomas A. [Rep.-D-OH-1]",Democratic,02/06/1990,101,OH
H.J.Res. 467,"Solarz, Stephen J. [Rep.-D-NY-13]",Democratic,02/05/1990,101,NY
H.J.Res. 453,"Roybal, Edward R. [Rep.-D-CA-25]",Democratic,11/21/1989,101,CA
H.J.Res. 449,"Gephardt, Richard A. [Rep.-D-MO-3]",Democratic,11/22/1989,101,MO
H.J.Res. 448,"Natcher, William H. [Rep.-D-KY-2]",Democratic,11/21/1989,101,KY
H.J.Res. 435,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,11/14/1989,101,MS
H.J.Res. 429,"Mineta, Norman Y. [Rep.-D-CA-13]",Democratic,10/31/1989,101,CA
H.J.Res. 425,"Vento, Bruce F. [Rep.-D-MN-4]",Democratic,10/23/1989,101,MN
H.J.Res. 423,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,10/20/1989,101,MS
H.J.Res. 407,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,09/25/1989,101,MS
H.J.Res. 401,"Clement, Bob [Rep.-D-TN-5]",Democratic,09/12/1989,101,TN
H.J.Res. 400,"Henry, Paul B. [Rep.-R-MI-5]",Republican,09/12/1989,101,MI
H.J.Res. 398,"Lehman, Richard H. [Rep.-D-CA-18]",Democratic,09/06/1989,101,CA
H.J.Res. 393,"Johnson, Tim [Rep.-D-SD-00]",Democratic,08/04/1989,101,SD
H.J.Res. 392,"Engel, Eliot L. [Rep.-D-NY-19]",Democratic,08/04/1989,101,NY
H.J.Res. 380,"Bates, Jim [Rep.-D-CA-44]",Democratic,07/31/1989,101,CA
H.J.Res. 379,"Grandy, Fred [Rep.-R-IA-6]",Republican,07/27/1989,101,IA
H.J.Res. 363,"Rostenkowski, Dan [Rep.-D-IL-8]",Democratic,07/13/1989,101,IL
H.J.Res. 358,"Conte, Silvio O. [Rep.-R-MA-1]",Republican,07/12/1989,101,MA
H.J.Res. 357,"Conte, Silvio O. [Rep.-R-MA-1]",Republican,07/12/1989,101,MA
H.J.Res. 298,"Douglas, Chuck [Rep.-R-NH-2]",Republican,06/19/1989,101,NH
H.J.Res. 291,"Bates, Jim [Rep.-D-CA-44]",Democratic,06/08/1989,101,CA
H.J.Res. 282,"Snowe, Olympia J. [Rep.-R-ME-2]",Republican,05/23/1989,101,ME
H.J.Res. 281,"Bosco, Douglas H. [Rep.-D-CA-1]",Democratic,05/23/1989,101,CA
H.J.Res. 280,Sponsor information not received,,05/22/1989,101,N/A
H.J.Res. 278,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,05/18/1989,101,NJ
H.J.Res. 276,"Levine, Mel [Rep.-D-CA-27]",Democratic,05/18/1989,101,CA
H.J.Res. 274,"Hughes, William J. [Rep.-D-NJ-2]",Democratic,05/18/1989,101,NJ
H.J.Res. 253,"Boehlert, Sherwood [Rep.-R-NY-25]",Republican,05/02/1989,101,NY
H.J.Res. 247,"Grandy, Fred [Rep.-R-IA-6]",Republican,04/25/1989,101,IA
H.J.Res. 241,"Traficant, James A., Jr. [Rep.-D-OH-17]",Democratic,04/13/1989,101,OH
H.J.Res. 231,"Owens, Major R. [Rep.-D-NY-12]",Democratic,04/05/1989,101,NY
H.J.Res. 225,"Smith, Lawrence [Rep.-D-FL-16]",Democratic,03/23/1989,101,FL
H.J.Res. 221,"Lantos, Tom [Rep.-D-CA-11]",Democratic,03/23/1989,101,CA
H.J.Res. 214,"Fish, Hamilton, Jr. [Rep.-R-NY-21]",Republican,03/22/1989,101,NY
H.J.Res. 204,"Ritter, Don [Rep.-R-PA-15]",Republican,03/15/1989,101,PA
H.J.Res. 175,"de Lugo, Ron [Del.-D-VI-00]",Democratic,03/08/1989,101,VI
H.J.Res. 174,"Conte, Silvio O. [Rep.-R-MA-1]",Republican,03/08/1989,101,MA
H.J.Res. 173,"Michel, Robert H. [Rep.-R-IL-18]",Republican,03/07/1989,101,IL
H.J.Res. 170,"Pepper, Claude [Rep.-D-FL-18]",Democratic,03/01/1989,101,FL
H.J.Res. 167,"Horton, Frank J. [Rep.-R-NY-29]",Republican,03/01/1989,101,NY
H.J.Res. 149,"Russo, Martin A. [Rep.-D-IL-3]",Democratic,02/22/1989,101,IL
H.J.Res. 148,"Pelosi, Nancy [Rep.-D-CA-5]",Democratic,02/22/1989,101,CA
H.J.Res. 135,"Traxler, Bob [Rep.-D-MI-8]",Democratic,02/07/1989,101,MI
H.J.Res. 133,"Manton, Thomas J. [Rep.-D-NY-9]",Democratic,02/07/1989,101,NY
H.J.Res. 132,"Kennedy, Joseph P., II [Rep.-D-MA-8]",Democratic,02/07/1989,101,MA
H.J.Res. 131,"Conyers, John, Jr. [Rep.-D-MI-1]",Democratic,02/07/1989,101,MI
H.J.Res. 129,"Fazio, Vic [Rep.-D-CA-4]",Democratic,02/07/1989,101,CA
H.J.Res. 124,"Traxler, Bob [Rep.-D-MI-8]",Democratic,02/02/1989,101,MI
H.J.Res. 117,"de la Garza, E. [Rep.-D-TX-15]",Democratic,02/02/1989,101,TX
H.J.Res. 112,"Morrison, Sid [Rep.-R-WA-4]",Republican,01/31/1989,101,WA
H.J.Res. 111,"Hutto, Earl [Rep.-D-FL-1]",Democratic,01/31/1989,101,FL
H.J.Res. 102,"Hawkins, Augustus F. [Rep.-D-CA-29]",Democratic,01/27/1989,101,CA
H.J.Res. 82,"Snowe, Olympia J. [Rep.-R-ME-2]",Republican,01/19/1989,101,ME
H.J.Res. 35,"Bilirakis, Michael [Rep.-R-FL-9]",Republican,01/03/1989,101,FL
H.J.Res. 22,"Oakar, Mary Rose [Rep.-D-OH-20]",Democratic,01/03/1989,101,OH
S. 3266,"Biden, Joseph R., Jr. [Sen.-D-DE-00]",Democratic,10/27/1990,101,DE
S. 3237,"Bryan, Richard H. [Sen.-D-NV-00]",Democratic,10/23/1990,101,NV
S. 3216,"Thurmond, Strom [Sen.-R-SC-00]",Republican,10/18/1990,101,SC
S. 3215,"Nunn, Sam [Sen.-D-GA-00]",Democratic,10/18/1990,101,GA
S. 3187,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,10/11/1990,101,ND
S. 3176,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,10/10/1990,101,ND
S. 3156,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,10/03/1990,101,LA
S. 3155,"Riegle, Donald W., Jr. [Sen.-D-MI-00]",Democratic,10/03/1990,101,MI
S. 3127,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,09/27/1990,101,NY
S. 3091,"Thurmond, Strom [Sen.-R-SC-00]",Republican,09/24/1990,101,SC
S. 3084,"Reid, Harry [Sen.-D-NV-00]",Democratic,09/20/1990,101,NV
S. 3069,"Jeffords, James M. [Sen.-R-VT-00]",Republican,09/18/1990,101,VT
S. 3062,"Lott, Trent [Sen.-R-MS-00]",Republican,09/17/1990,101,MS
S. 3046,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,09/13/1990,101,NY
S. 3043,"Exon, J. James [Sen.-D-NE-00]",Democratic,09/13/1990,101,NE
S. 3033,"Pryor, David H. [Sen.-D-AR-00]",Democratic,09/12/1990,101,AR
S. 3032,"Akaka, Daniel K. [Sen.-D-HI-00]",Democratic,09/12/1990,101,HI
S. 3016,"Levin, Carl [Sen.-D-MI-00]",Democratic,09/10/1990,101,MI
S. 3012,"Hollings, Ernest F. [Sen.-D-SC-00]",Democratic,08/30/1990,101,SC
S. 2952,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,08/02/1990,101,LA
S. 2946,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,07/31/1990,101,MA
S. 2936,"Exon, J. James [Sen.-D-NE-00]",Democratic,07/30/1990,101,NE
S. 2930,"McClure, James A. [Sen.-R-ID-00]",Republican,07/27/1990,101,ID
S. 2857,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,07/16/1990,101,MA
S. 2846,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,07/12/1990,101,LA
S. 2830,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,07/06/1990,101,VT
S. 2806,"Heinz, John [Sen.-R-PA-00]",Republican,06/28/1990,101,PA
S. 2789,"Gore, Albert, Jr. [Sen.-D-TN-00]",Democratic,06/26/1990,101,TN
S. 2753,"Harkin, Tom [Sen.-D-IA-00]",Democratic,06/19/1990,101,IA
S. 2740,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,06/14/1990,101,ND
S. 2737,"Armstrong, William L. [Sen.-R-CO-00]",Republican,06/14/1990,101,CO
S. 2700,"Cranston, Alan [Sen.-D-CA-00]",Democratic,05/24/1990,101,CA
S. 2680,"Bumpers, Dale [Sen.-D-AR-00]",Democratic,05/23/1990,101,AR
S. 2628,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,05/15/1990,101,MA
S. 2597,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,05/09/1990,101,NM
S. 2588,"Stevens, Ted [Sen.-R-AK-00]",Republican,05/08/1990,101,AK
S. 2566,"McCain, John [Sen.-R-AZ-00]",Republican,05/02/1990,101,AZ
S. 2540,"Garn, E. J. (Jake) [Sen.-R-UT-00]",Republican,04/27/1990,101,UT
S. 2533,"Ford, Wendell H. [Sen.-D-KY-00]",Democratic,04/26/1990,101,KY
S. 2516,"Exon, J. James [Sen.-D-NE-00]",Democratic,04/25/1990,101,NE
S. 2461,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,04/19/1990,101,MA
S. 2437,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,04/05/1990,101,LA
S. 2300,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,03/20/1990,101,MA
S. 2287,"Gore, Albert, Jr. [Sen.-D-TN-00]",Democratic,03/09/1990,101,TN
S. 2240,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,03/06/1990,101,MA
S. 2231,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,03/05/1990,101,LA
S. 2205,"Mitchell, George J. [Sen.-D-ME-00]",Democratic,02/28/1990,101,ME
S. 2203,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,02/28/1990,101,NM
S. 2167,"McCain, John [Sen.-R-AZ-00]",Republican,02/22/1990,101,AZ
S. 2151,"Heinz, John [Sen.-R-PA-00]",Republican,02/21/1990,101,PA
S. 2124,"Hollings, Ernest F. [Sen.-D-SC-00]",Democratic,02/08/1990,101,SC
S. 2088,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,02/07/1990,101,LA
S. 2075,"McCain, John [Sen.-R-AZ-00]",Republican,02/06/1990,101,AZ
S. 2059,"Lieberman, Joseph I. [Sen.-D-CT-00]",Democratic,02/05/1990,101,CT
S. 2056,"Harkin, Tom [Sen.-D-IA-00]",Democratic,02/01/1990,101,IA
S. 2017,"Dole, Robert J. [Sen.-R-KS-00]",Republican,01/23/1990,101,KS
S. 1999,"Jeffords, James M. [Sen.-R-VT-00]",Republican,11/22/1989,101,VT
S. 1974,"Harkin, Tom [Sen.-D-IA-00]",Democratic,11/21/1989,101,IA
S. 1960,"Boschwitz, Rudy [Sen.-R-MN-00]",Republican,11/21/1989,101,MN
S. 1949,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,11/20/1989,101,MA
S. 1939,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,11/20/1989,101,NY
S. 1931,"Danforth, John C. [Sen.-R-MO-00]",Republican,11/20/1989,101,MO
S. 1893,"Lautenberg, Frank R. [Sen.-D-NJ-00]",Democratic,11/16/1989,101,NJ
S. 1890,"Thurmond, Strom [Sen.-R-SC-00]",Republican,11/16/1989,101,SC
S. 1877,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,11/14/1989,101,MA
S. 1875,"Exon, J. James [Sen.-D-NE-00]",Democratic,11/14/1989,101,NE
S. 1859,"Warner, John [Sen.-R-VA-00]",Republican,11/08/1989,101,VA
S. 1853,"Chafee, John H. [Sen.-R-RI-00]",Republican,11/08/1989,101,RI
S. 1846,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,11/07/1989,101,HI
S. 1827,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,11/01/1989,101,NY
S. 1824,"Harkin, Tom [Sen.-D-IA-00]",Democratic,10/31/1989,101,IA
S. 1814,"Lott, Trent [Sen.-R-MS-00]",Republican,10/31/1989,101,MS
S. 1813,"Gorton, Slade [Sen.-R-WA-00]",Republican,10/31/1989,101,WA
S. 1805,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,10/27/1989,101,HI
S. 1793,"Pryor, David H. [Sen.-D-AR-00]",Democratic,10/25/1989,101,AR
S. 1792,"Kassebaum, Nancy Landon [Sen.-R-KS-00]",Republican,10/25/1989,101,KS
S. 1756,"Mitchell, George J. [Sen.-D-ME-00]",Democratic,10/16/1989,101,ME
S. 1747,"Exon, J. James [Sen.-D-NE-00]",Democratic,10/11/1989,101,NE
S. 1738,"Hatfield, Mark O. [Sen.-R-OR-00]",Republican,10/06/1989,101,OR
S. 1709,"Cranston, Alan [Sen.-D-CA-00]",Democratic,09/29/1989,101,CA
S. 1683,"Kohl, Herb [Sen.-D-WI-00]",Democratic,09/28/1989,101,WI
S. 1630,"Baucus, Max [Sen.-D-MT-00]",Democratic,09/14/1989,101,MT
S. 1543,"Robb, Charles S. [Sen.-D-VA-00]",Democratic,08/04/1989,101,VA
S. 1524,"Humphrey, Gordon J. [Sen.-R-NH-00]",Republican,08/03/1989,101,NH
S. 1521,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,08/03/1989,101,NY
S. 1511,"Pryor, David H. [Sen.-D-AR-00]",Democratic,08/03/1989,101,AR
S. 1485,"Grassley, Chuck [Sen.-R-IA-00]",Republican,08/03/1989,101,IA
S. 1430,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,07/27/1989,101,MA
S. 1390,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,07/24/1989,101,MA
S. 1230,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,06/22/1989,101,ND
S. 1229,"Fowler, Wyche, Jr. [Sen.-D-GA-00]",Democratic,06/22/1989,101,GA
S. 1184,"D'Amato, Alfonse [Sen.-R-NY-00]",Republican,06/14/1989,101,NY
S. 1180,"Hollings, Ernest F. [Sen.-D-SC-00]",Democratic,06/14/1989,101,SC
S. 1164,"Bentsen, Lloyd M. [Sen.-D-TX-00]",Democratic,06/13/1989,101,TX
S. 1128,"Cranston, Alan [Sen.-D-CA-00]",Democratic,06/06/1989,101,CA
S. 1096,"Nickles, Don [Sen.-R-OK-00]",Republican,06/01/1989,101,OK
S. 1091,"Graham, Bob [Sen.-D-FL-00]",Democratic,06/01/1989,101,FL
S. 1077,"Ford, Wendell H. [Sen.-D-KY-00]",Democratic,05/18/1989,101,KY
S. 1075,"Ford, Wendell H. [Sen.-D-KY-00]",Democratic,05/18/1989,101,KY
S. 1046,"Rudman, Warren [Sen.-R-NH-00]",Republican,05/18/1989,101,NH
S. 1016,"Dole, Robert J. [Sen.-R-KS-00]",Republican,05/17/1989,101,KS
S. 993,"Kohl, Herb [Sen.-D-WI-00]",Democratic,05/16/1989,101,WI
S. 978,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,05/11/1989,101,HI
S. 974,"Reid, Harry [Sen.-D-NV-00]",Democratic,05/11/1989,101,NV
S. 968,"Glenn, John H., Jr. [Sen.-D-OH-00]",Democratic,05/11/1989,101,OH
S. 963,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,05/10/1989,101,NM
S. 933,"Harkin, Tom [Sen.-D-IA-00]",Democratic,05/09/1989,101,IA
S. 931,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,05/04/1989,101,NY
S. 892,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,05/02/1989,101,NY
S. 845,"Hatch, Orrin G. [Sen.-R-UT-00]",Republican,04/19/1989,101,UT
S. 830,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,04/18/1989,101,RI
S. 818,"Bingaman, Jeff [Sen.-D-NM-00]",Democratic,04/18/1989,101,NM
S. 804,"Mitchell, George J. [Sen.-D-ME-00]",Democratic,04/17/1989,101,ME
S. 767,"Bumpers, Dale [Sen.-D-AR-00]",Democratic,04/12/1989,101,AR
S. 750,"Bumpers, Dale [Sen.-D-AR-00]",Democratic,04/11/1989,101,AR
S. 737,"Wirth, Timothy [Sen.-D-CO-00]",Democratic,04/10/1989,101,CO
S. 694,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,04/04/1989,101,LA
S. 677,"Murkowski, Frank H. [Sen.-R-AK-00]",Republican,03/17/1989,101,AK
S. 666,"Murkowski, Frank H. [Sen.-R-AK-00]",Republican,03/17/1989,101,AK
S. 647,"Dodd, Christopher J. [Sen.-D-CT-00]",Democratic,03/17/1989,101,CT
S. 639,"Matsunaga, Spark M. [Sen.-D-HI-00]",Democratic,03/16/1989,101,HI
S. 620,"Stevens, Ted [Sen.-R-AK-00]",Republican,03/16/1989,101,AK
S. 605,"Bryan, Richard H. [Sen.-D-NV-00]",Democratic,03/16/1989,101,NV
S. 580,"Bradley, Bill [Sen.-D-NJ-00]",Democratic,03/15/1989,101,NJ
S. 566,"Cranston, Alan [Sen.-D-CA-00]",Democratic,03/15/1989,101,CA
S. 555,"Graham, Bob [Sen.-D-FL-00]",Democratic,03/09/1989,101,FL
S. 553,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,03/09/1989,101,VT
S. 535,"Lautenberg, Frank R. [Sen.-D-NJ-00]",Democratic,03/08/1989,101,NJ
S. 488,"Fowler, Wyche, Jr. [Sen.-D-GA-00]",Democratic,03/01/1989,101,GA
S. 459,"Gore, Albert, Jr. [Sen.-D-TN-00]",Democratic,02/28/1989,101,TN
S. 388,"Bingaman, Jeff [Sen.-D-NM-00]",Democratic,02/08/1989,101,NM
S. 358,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,02/07/1989,101,MA
S. 338,"Harkin, Tom [Sen.-D-IA-00]",Democratic,02/02/1989,101,IA
S. 319,"Garn, E. J. (Jake) [Sen.-R-UT-00]",Republican,01/31/1989,101,UT
S. 303,"Levin, Carl [Sen.-D-MI-00]",Democratic,01/31/1989,101,MI
S. 286,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,01/31/1989,101,NM
S. 248,"Metzenbaum, Howard M. [Sen.-D-OH-00]",Democratic,01/25/1989,101,OH
S. 247,"Metzenbaum, Howard M. [Sen.-D-OH-00]",Democratic,01/25/1989,101,OH
S. 169,"Hollings, Ernest F. [Sen.-D-SC-00]",Democratic,01/25/1989,101,SC
S. 85,"Byrd, Robert C. [Sen.-D-WV-00]",Democratic,01/25/1989,101,WV
S. 20,"Levin, Carl [Sen.-D-MI-00]",Democratic,01/25/1989,101,MI
S.J.Res. 388,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,10/27/1990,101,VT
S.J.Res. 375,"Boschwitz, Rudy [Sen.-R-MN-00]",Republican,10/04/1990,101,MN
S.J.Res. 369,"Dole, Robert J. [Sen.-R-KS-00]",Republican,09/24/1990,101,KS
S.J.Res. 366,"Cochran, Thad [Sen.-R-MS-00]",Republican,09/17/1990,101,MS
S.J.Res. 364,"Reid, Harry [Sen.-D-NV-00]",Democratic,09/14/1990,101,NV
S.J.Res. 362,"Hatch, Orrin G. [Sen.-R-UT-00]",Republican,09/12/1990,101,UT
S.J.Res. 357,"Packwood, Bob [Sen.-R-OR-00]",Republican,08/02/1990,101,OR
S.J.Res. 353,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,07/24/1990,101,LA
S.J.Res. 351,"Byrd, Robert C. [Sen.-D-WV-00]",Democratic,07/13/1990,101,WV
S.J.Res. 349,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,07/13/1990,101,AZ
S.J.Res. 347,"Burns, Conrad R. [Sen.-R-MT-00]",Republican,07/12/1990,101,MT
S.J.Res. 346,"Boschwitz, Rudy [Sen.-R-MN-00]",Republican,07/11/1990,101,MN
S.J.Res. 343,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,06/28/1990,101,NM
S.J.Res. 342,"Simon, Paul [Sen.-D-IL-00]",Democratic,06/28/1990,101,IL
S.J.Res. 339,"DeConcini, Dennis [Sen.-D-AZ-00]",Democratic,06/22/1990,101,AZ
S.J.Res. 333,"Gore, Albert, Jr. [Sen.-D-TN-00]",Democratic,06/05/1990,101,TN
S.J.Res. 331,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,05/24/1990,101,RI
S.J.Res. 329,"Kasten, Robert W., Jr. [Sen.-R-WI-00]",Republican,05/24/1990,101,WI
S.J.Res. 324,"Dole, Robert J. [Sen.-R-KS-00]",Republican,05/22/1990,101,KS
S.J.Res. 323,"Bradley, Bill [Sen.-D-NJ-00]",Democratic,05/22/1990,101,NJ
S.J.Res. 320,"Lautenberg, Frank R. [Sen.-D-NJ-00]",Democratic,05/18/1990,101,NJ
S.J.Res. 318,"Moynihan, Daniel Patrick [Sen.-D-NY-00]",Democratic,05/17/1990,101,NY
S.J.Res. 317,"Lautenberg, Frank R. [Sen.-D-NJ-00]",Democratic,05/16/1990,101,NJ
S.J.Res. 316,"Hatfield, Mark O. [Sen.-R-OR-00]",Republican,05/16/1990,101,OR
S.J.Res. 315,"Mitchell, George J. [Sen.-D-ME-00]",Democratic,05/15/1990,101,ME
S.J.Res. 313,"Heflin, Howell [Sen.-D-AL-00]",Democratic,05/14/1990,101,AL
S.J.Res. 309,"Biden, Joseph R., Jr. [Sen.-D-DE-00]",Democratic,05/08/1990,101,DE
S.J.Res. 307,"Cranston, Alan [Sen.-D-CA-00]",Democratic,05/04/1990,101,CA
S.J.Res. 304,"Shelby, Richard C. [Sen.-D-AL-00]",Democratic,05/03/1990,101,AL
S.J.Res. 302,"Garn, E. J. (Jake) [Sen.-R-UT-00]",Republican,04/27/1990,101,UT
S.J.Res. 301,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,04/26/1990,101,RI
S.J.Res. 296,"Specter, Arlen [Sen.-R-PA-00]",Republican,04/20/1990,101,PA
S.J.Res. 293,"Riegle, Donald W., Jr. [Sen.-D-MI-00]",Democratic,04/19/1990,101,MI
S.J.Res. 289,"Simon, Paul [Sen.-D-IL-00]",Democratic,04/19/1990,101,IL
