legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
H.R. 3703,"Fazio, Vic [Rep.-D-CA-4]",Democratic,11/17/1989,101,CA
H.R. 3696,"Dorgan, Byron L. [Rep.-D-ND-00]",Democratic,11/17/1989,101,ND
H.R. 3671,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,11/16/1989,101,MN
H.R. 3670,"Fauntroy, Walter E. [Del.-D-DC-00]",Democratic,11/16/1989,101,DC
H.R. 3660,"Foley, Thomas S. [Rep.-D-WA-5]",Democratic,11/15/1989,101,WA
H.R. 3657,"Markey, Edward J. [Rep.-D-MA-7]",Democratic,11/14/1989,101,MA
H.R. 3656,"Markey, Edward J. [Rep.-D-MA-7]",Democratic,11/14/1989,101,MA
H.R. 3642,"Bateman, Herbert H. [Rep.-R-VA-1]",Republican,11/09/1989,101,VA
H.R. 3629,"Sawyer, Tom [Rep.-D-OH-14]",Democratic,11/09/1989,101,OH
H.R. 3620,"Rhodes, John J., III [Rep.-R-AZ-1]",Republican,11/08/1989,101,AZ
H.R. 3614,"Hawkins, Augustus F. [Rep.-D-CA-29]",Democratic,11/08/1989,101,CA
H.R. 3611,"Fascell, Dante B. [Rep.-D-FL-19]",Democratic,11/08/1989,101,FL
H.R. 3607,"Donnelly, Brian J. [Rep.-D-MA-11]",Democratic,11/07/1989,101,MA
H.R. 3566,"Natcher, William H. [Rep.-D-KY-2]",Democratic,11/01/1989,101,KY
H.R. 3562,"Waxman, Henry A. [Rep.-D-CA-24]",Democratic,10/31/1989,101,CA
H.R. 3545,"Byron, Beverly B. [Rep.-D-MD-6]",Democratic,10/31/1989,101,MD
H.R. 3544,"Fascell, Dante B. [Rep.-D-FL-19]",Democratic,10/31/1989,101,FL
H.R. 3532,"Edwards, Don [Rep.-D-CA-10]",Democratic,10/26/1989,101,CA
H.R. 3468,"Morrison, Bruce A. [Rep.-D-CT-3]",Democratic,10/13/1989,101,CT
H.R. 3402,"Fascell, Dante B. [Rep.-D-FL-19]",Democratic,10/04/1989,101,FL
H.R. 3386,"Clinger, William F., Jr. [Rep.-R-PA-23]",Republican,10/02/1989,101,PA
H.R. 3385,"Obey, David R. [Rep.-D-WI-7]",Democratic,10/02/1989,101,WI
H.R. 3338,"Spratt, John M., Jr. [Rep.-D-SC-5]",Democratic,09/25/1989,101,SC
H.R. 3318,"Brooks, Jack B. [Rep.-D-TX-9]",Democratic,09/21/1989,101,TX
H.R. 3311,"Owens, Wayne [Rep.-D-UT-2]",Democratic,09/20/1989,101,UT
H.R. 3310,"Markey, Edward J. [Rep.-D-MA-7]",Democratic,09/20/1989,101,MA
H.R. 3299,"Panetta, Leon [Rep.-D-CA-16]",Democratic,09/20/1989,101,CA
H.R. 3298,"Fascell, Dante B. [Rep.-D-FL-19]",Democratic,09/19/1989,101,FL
H.R. 3294,"Dymally, Mervyn M. [Rep.-D-CA-31]",Democratic,09/19/1989,101,CA
H.R. 3287,"Bliley, Tom [Rep.-R-VA-3]",Republican,09/19/1989,101,VA
H.R. 3282,"Ackerman, Gary L. [Rep.-D-NY-7]",Democratic,09/18/1989,101,NY
H.R. 3281,"Oakar, Mary Rose [Rep.-D-OH-20]",Democratic,09/14/1989,101,OH
H.R. 3275,"Gibbons, Sam [Rep.-D-FL-7]",Democratic,09/14/1989,101,FL
H.R. 3265,"Markey, Edward J. [Rep.-D-MA-7]",Democratic,09/13/1989,101,MA
H.R. 3259,"Schumer, Charles E. [Rep.-D-NY-10]",Democratic,09/13/1989,101,NY
H.R. 3248,"Goodling, William F. [Rep.-R-PA-19]",Republican,09/12/1989,101,PA
H.R. 3095,"Waxman, Henry A. [Rep.-D-CA-24]",Democratic,08/02/1989,101,CA
H.R. 3086,"Sikorski, Gerry E. [Rep.-D-MN-6]",Democratic,08/02/1989,101,MN
H.R. 3072,"Murtha, John P. [Rep.-D-PA-12]",Democratic,08/01/1989,101,PA
H.R. 3069,"Martinez, Matthew G. [Rep.-D-CA-30]",Democratic,08/01/1989,101,CA
H.R. 3048,"Roberts, Pat [Rep.-R-KS-1]",Republican,07/28/1989,101,KS
H.R. 3046,"Kastenmeier, Robert W. [Rep.-D-WI-2]",Democratic,07/28/1989,101,WI
H.R. 3045,"Kastenmeier, Robert W. [Rep.-D-WI-2]",Democratic,07/28/1989,101,WI
H.R. 3024,"Rostenkowski, Dan [Rep.-D-IL-8]",Democratic,07/27/1989,101,IL
H.R. 3015,"Lehman, William [Rep.-D-FL-17]",Democratic,07/26/1989,101,FL
H.R. 3014,"Fazio, Vic [Rep.-D-CA-4]",Democratic,07/26/1989,101,CA
H.R. 3012,"Hefner, W. G. (Bill) [Rep.-D-NC-8]",Democratic,07/26/1989,101,NC
H.R. 3007,"Hughes, William J. [Rep.-D-NJ-2]",Democratic,07/25/1989,101,NJ
H.R. 3000,"Dingell, John D. [Rep.-D-MI-16]",Democratic,07/25/1989,101,MI
H.R. 2991,"Smith, Neal Edward [Rep.-D-IA-4]",Democratic,07/25/1989,101,IA
H.R. 2989,"Roybal, Edward R. [Rep.-D-CA-25]",Democratic,07/25/1989,101,CA
H.R. 2987,"Slattery, Jim [Rep.-D-KS-2]",Democratic,07/24/1989,101,KS
H.R. 2978,"Brooks, Jack B. [Rep.-D-TX-9]",Democratic,07/24/1989,101,TX
H.R. 2961,"Brown, Hank [Rep.-R-CO-4]",Republican,07/20/1989,101,CO
H.R. 2916,"Traxler, Bob [Rep.-D-MI-8]",Democratic,07/17/1989,101,MI
H.R. 2890,"Costello, Jerry F. [Rep.-D-IL-21]",Democratic,07/13/1989,101,IL
H.R. 2883,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,07/13/1989,101,MS
H.R. 2848,"Wise, Robert E., Jr. [Rep.-D-WV-3]",Democratic,07/10/1989,101,WV
H.R. 2847,"Sikorski, Gerry E. [Rep.-D-MN-6]",Democratic,07/10/1989,101,MN
H.R. 2844,"Vento, Bruce F. [Rep.-D-MN-4]",Democratic,06/29/1989,101,MN
H.R. 2843,"Udall, Morris K. [Rep.-D-AZ-2]",Democratic,06/29/1989,101,AZ
H.R. 2840,"Studds, Gerry E. [Rep.-D-MA-10]",Democratic,06/29/1989,101,MA
H.R. 2835,"Pallone, Frank, Jr. [Rep.-D-NJ-3]",Democratic,06/29/1989,101,NJ
H.R. 2809,"Lehman, Richard H. [Rep.-D-CA-18]",Democratic,06/29/1989,101,CA
H.R. 2799,"Espy, Mike [Rep.-D-MS-2]",Democratic,06/29/1989,101,MS
H.R. 2788,"Yates, Sidney R. [Rep.-D-IL-9]",Democratic,06/29/1989,101,IL
H.R. 2761,"Ridge, Thomas J. [Rep.-R-PA-21]",Republican,06/27/1989,101,PA
H.R. 2749,"Barton, Joe [Rep.-R-TX-6]",Republican,06/27/1989,101,TX
H.R. 2748,"Beilenson, Anthony C. [Rep.-D-CA-23]",Democratic,06/27/1989,101,CA
H.R. 2742,"Williams, Pat [Rep.-D-MT-1]",Democratic,06/22/1989,101,MT
H.R. 2727,"Montgomery, G. V. (Sonny) [Rep.-D-MS-3]",Democratic,06/22/1989,101,MS
H.R. 2710,"Murphy, Austin J. [Rep.-D-PA-22]",Democratic,06/21/1989,101,PA
H.R. 2705,"Ford, William D. [Rep.-D-MI-15]",Democratic,06/21/1989,101,MI
H.R. 2696,"Bevill, Tom [Rep.-D-AL-4]",Democratic,06/20/1989,101,AL
H.R. 2692,"Oakar, Mary Rose [Rep.-D-OH-20]",Democratic,06/20/1989,101,OH
H.R. 2642,"McMillan, J. Alex [Rep.-R-NC-9]",Republican,06/14/1989,101,NC
H.R. 2570,"Udall, Morris K. [Rep.-D-AZ-2]",Democratic,06/07/1989,101,AZ
H.R. 2514,"Ackerman, Gary L. [Rep.-D-NY-7]",Democratic,05/31/1989,101,NY
H.R. 2497,"Glickman, Dan [Rep.-D-KS-4]",Democratic,05/25/1989,101,KS
H.R. 2494,"Fauntroy, Walter E. [Del.-D-DC-00]",Democratic,05/25/1989,101,DC
H.R. 2467,"de la Garza, E. [Rep.-D-TX-15]",Democratic,05/24/1989,101,TX
H.R. 2461,"Aspin, Les [Rep.-D-WI-1]",Democratic,05/24/1989,101,WI
H.R. 2459,"Tauzin, W. J. (Billy) [Rep.-D-LA-3]",Democratic,05/24/1989,101,LA
H.R. 2419,"Jenkins, Edgar L. [Rep.-D-GA-9]",Democratic,05/18/1989,101,GA
H.R. 2402,"Whitten, Jamie L. [Rep.-D-MS-1]",Democratic,05/18/1989,101,MS
H.R. 2372,"Owens, Wayne [Rep.-D-UT-2]",Democratic,05/16/1989,101,UT
H.R. 2358,"Frost, Martin [Rep.-D-TX-24]",Democratic,05/16/1989,101,TX
H.R. 2344,"Solarz, Stephen J. [Rep.-D-NY-13]",Democratic,05/16/1989,101,NY
H.R. 2334,"Pickle, J. J. [Rep.-D-TX-10]",Democratic,05/11/1989,101,TX
H.R. 2331,"McCloskey, Frank [Rep.-D-IN-8]",Democratic,05/11/1989,101,IN
H.R. 2281,"Hayes, Charles A. [Rep.-D-IL-1]",Democratic,05/09/1989,101,IL
H.R. 2214,"Lagomarsino, Robert J. [Rep.-R-CA-19]",Republican,05/03/1989,101,CA
H.R. 2178,"Hammerschmidt, John P. [Rep.-R-AR-3]",Republican,05/02/1989,101,AR
H.R. 2174,"Espy, Mike [Rep.-D-MS-2]",Democratic,05/02/1989,101,MS
H.R. 2136,"Wolf, Frank R. [Rep.-R-VA-10]",Republican,04/26/1989,101,VA
H.R. 2134,"Smith, Lawrence [Rep.-D-FL-16]",Democratic,04/26/1989,101,FL
H.R. 2120,"Craig, Larry E. [Rep.-R-ID-1]",Republican,04/26/1989,101,ID
H.R. 2119,"Costello, Jerry F. [Rep.-D-IL-21]",Democratic,04/26/1989,101,IL
H.R. 2088,"Owens, Major R. [Rep.-D-NY-12]",Democratic,04/25/1989,101,NY
H.R. 2087,"Owens, Major R. [Rep.-D-NY-12]",Democratic,04/25/1989,101,NY
H.R. 2061,"Studds, Gerry E. [Rep.-D-MA-10]",Democratic,04/18/1989,101,MA
H.R. 2006,"Kyl, Jon [Rep.-R-AZ-4]",Republican,04/17/1989,101,AZ
H.R. 1860,"Sawyer, Tom [Rep.-D-OH-14]",Democratic,04/12/1989,101,OH
H.R. 1805,"Ackerman, Gary L. [Rep.-D-NY-7]",Democratic,04/12/1989,101,NY
H.R. 1750,"Foley, Thomas S. [Rep.-D-WA-5]",Democratic,04/10/1989,101,WA
H.R. 1727,"Fascell, Dante B. [Rep.-D-FL-19]",Democratic,04/06/1989,101,FL
H.R. 1722,"Sharp, Philip R. [Rep.-D-IN-2]",Democratic,04/06/1989,101,IN
H.R. 1677,"Bryant, John W. [Rep.-D-TX-5]",Democratic,04/05/1989,101,TX
H.R. 1668,"Hertel, Dennis M. [Rep.-D-MI-14]",Democratic,04/04/1989,101,MI
H.R. 1622,"Kastenmeier, Robert W. [Rep.-D-WI-2]",Democratic,03/23/1989,101,WI
H.R. 1608,"de la Garza, E. [Rep.-D-TX-15]",Democratic,03/23/1989,101,TX
H.R. 1602,"Bates, Jim [Rep.-D-CA-44]",Democratic,03/23/1989,101,CA
H.R. 1594,"Gibbons, Sam [Rep.-D-FL-7]",Democratic,03/23/1989,101,FL
H.R. 1529,"Gephardt, Richard A. [Rep.-D-MO-3]",Democratic,03/21/1989,101,MO
H.R. 1502,"Fauntroy, Walter E. [Del.-D-DC-00]",Democratic,03/20/1989,101,DC
H.R. 1495,"Fascell, Dante B. [Rep.-D-FL-19]",Democratic,03/20/1989,101,FL
H.R. 1486,"Jones, Walter B. [Rep.-D-NC-1]",Democratic,03/20/1989,101,NC
H.R. 1485,"Vucanovich, Barbara F. [Rep.-R-NV-2]",Republican,03/16/1989,101,NV
H.R. 1472,"Kildee, Dale E. [Rep.-D-MI-7]",Democratic,03/16/1989,101,MI
H.R. 1465,"Jones, Walter B. [Rep.-D-NC-1]",Democratic,03/16/1989,101,NC
H.R. 1463,"Dellums, Ronald V. [Rep.-D-CA-8]",Democratic,03/16/1989,101,CA
H.R. 1426,"Dingell, John D. [Rep.-D-MI-16]",Democratic,03/15/1989,101,MI
H.R. 1396,"Markey, Edward J. [Rep.-D-MA-7]",Democratic,03/14/1989,101,MA
H.R. 1385,"Conyers, John, Jr. [Rep.-D-MI-1]",Democratic,03/14/1989,101,MI
H.R. 1373,"Lagomarsino, Robert J. [Rep.-R-CA-19]",Republican,03/13/1989,101,CA
H.R. 1312,"Owens, Major R. [Rep.-D-NY-12]",Democratic,03/08/1989,101,NY
H.R. 1310,"Morella, Constance A. [Rep.-R-MD-8]",Republican,03/08/1989,101,MD
H.R. 1300,"Kildee, Dale E. [Rep.-D-MI-7]",Democratic,03/08/1989,101,MI
H.R. 1278,"Gonzalez, Henry B. [Rep.-D-TX-20]",Democratic,03/06/1989,101,TX
H.R. 1243,"Erdreich, Ben [Rep.-D-AL-6]",Democratic,03/02/1989,101,AL
H.R. 1230,"McGrath, Raymond J. [Rep.-R-NY-5]",Republican,03/01/1989,101,NY
H.R. 1199,"Kennedy, Joseph P., II [Rep.-D-MA-8]",Democratic,03/01/1989,101,MA
H.R. 1159,"Miller, George [Rep.-D-CA-7]",Democratic,02/28/1989,101,CA
H.R. 1101,"Miller, George [Rep.-D-CA-7]",Democratic,02/23/1989,101,CA
H.R. 1048,"Conyers, John, Jr. [Rep.-D-MI-1]",Democratic,02/22/1989,101,MI
H.R. 1028,"Johnson, Tim [Rep.-D-SD-00]",Democratic,02/21/1989,101,SD
H.R. 1020,"Morrison, Sid [Rep.-R-WA-4]",Republican,02/09/1989,101,WA
H.R. 1011,"Herger, Wally [Rep.-R-CA-2]",Republican,02/09/1989,101,CA
H.R. 999,"Boggs, Corinne C. (Lindy) [Rep.-D-LA-2]",Democratic,02/09/1989,101,LA
H.R. 996,"Walgren, Doug [Rep.-D-PA-18]",Democratic,02/09/1989,101,PA
H.R. 987,"Mrazek, Robert J. [Rep.-D-NY-3]",Democratic,02/09/1989,101,NY
H.R. 972,"Edwards, Don [Rep.-D-CA-10]",Democratic,02/09/1989,101,CA
H.R. 971,"Cooper, Jim [Rep.-D-TN-4]",Democratic,02/09/1989,101,TN
H.R. 968,"Clement, Bob [Rep.-D-TN-5]",Democratic,02/09/1989,101,TN
H.R. 964,"Bevill, Tom [Rep.-D-AL-4]",Democratic,02/09/1989,101,AL
H.R. 932,"Dicks, Norman D. [Rep.-D-WA-6]",Democratic,02/09/1989,101,WA
H.R. 923,"Wilson, Charles [Rep.-D-TX-2]",Democratic,02/07/1989,101,TX
H.R. 922,"Wilson, Charles [Rep.-D-TX-2]",Democratic,02/07/1989,101,TX
H.R. 901,"Montgomery, G. V. (Sonny) [Rep.-D-MS-3]",Democratic,02/07/1989,101,MS
H.R. 881,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,02/07/1989,101,OR
H.R. 875,"Slaughter, D. French, Jr. [Rep.-R-VA-7]",Republican,02/06/1989,101,VA
H.R. 840,"Jones, Walter B. [Rep.-D-NC-1]",Democratic,02/06/1989,101,NC
H.R. 829,"Volkmer, Harold L. [Rep.-D-MO-9]",Democratic,02/02/1989,101,MO
H.R. 801,"Lewis, John [Rep.-D-GA-5]",Democratic,02/02/1989,101,GA
H.R. 756,"Morella, Constance A. [Rep.-R-MD-8]",Republican,01/31/1989,101,MD
H.R. 678,"Coleman, E. Thomas [Rep.-R-MO-6]",Republican,01/27/1989,101,MO
H.R. 666,"Bennett, Charles E. [Rep.-D-FL-3]",Democratic,01/27/1989,101,FL
H.R. 644,"Richardson, Bill [Rep.-D-NM-3]",Democratic,01/24/1989,101,NM
H.R. 569,"Mrazek, Robert J. [Rep.-D-NY-3]",Democratic,01/19/1989,101,NY
H.R. 498,"Rhodes, John J., III [Rep.-R-AZ-1]",Republican,01/04/1989,101,AZ
H.R. 481,"Molinari, Guy [Rep.-R-NY-14]",Republican,01/04/1989,101,NY
H.R. 435,"Applegate, Douglas [Rep.-D-OH-18]",Democratic,01/04/1989,101,OH
