legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
S. 2089,"Shaheen, Jeanne [Sen.-D-NH-00]",Democratic,06/16/2021,117,NH
S. 1942,"Stabenow, Debbie [Sen.-D-MI-00]",Democratic,05/27/2021,117,MI
S. 1941,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,05/27/2021,117,MI
S. 1917,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,05/27/2021,117,MI
S. 1910,"Tester, Jon [Sen.-D-MT-00]",Democratic,05/27/2021,117,MT
S. 1872,"Ernst, Joni [Sen.-R-IA-00]",Republican,05/27/2021,117,IA
S. 1828,"Collins, Susan M. [Sen.-R-ME-00]",Republican,05/25/2021,117,ME
S. 1760,"Hirono, Mazie K. [Sen.-D-HI-00]",Democratic,05/20/2021,117,HI
S. 1687,"Rubio, Marco [Sen.-R-FL-00]",Republican,05/18/2021,117,FL
S. 1662,"Luján, Ben Ray [Sen.-D-NM-00]",Democratic,05/17/2021,117,NM
S. 1617,"Risch, James E. [Sen.-R-ID-00]",Republican,05/13/2021,117,ID
S. 1605,"Scott, Rick [Sen.-R-FL-00]",Republican,05/13/2021,117,FL
S. 1543,"Hassan, Margaret Wood [Sen.-D-NH-00]",Democratic,05/10/2021,117,NH
S. 1541,"Duckworth, Tammy [Sen.-D-IL-00]",Democratic,05/10/2021,117,IL
S. 1511,"Grassley, Chuck [Sen.-R-IA-00]",Republican,04/29/2021,117,IA
S. 1502,"Cortez Masto, Catherine [Sen.-D-NV-00]",Democratic,04/29/2021,117,NV
S. 1466,"Merkley, Jeff [Sen.-D-OR-00]",Democratic,04/29/2021,117,OR
S. 1404,"Markey, Edward J. [Sen.-D-MA-00]",Democratic,04/28/2021,117,MA
S. 1402,"Schatz, Brian [Sen.-D-HI-00]",Democratic,04/28/2021,117,HI
S. 1340,"Tillis, Thomas [Sen.-R-NC-00]",Republican,04/22/2021,117,NC
S. 1301,"Brown, Sherrod [Sen.-D-OH-00]",Democratic,04/22/2021,117,OH
S. 1294,"Van Hollen, Chris [Sen.-D-MD-00]",Democratic,04/21/2021,117,MD
S. 1226,"Casey, Robert P., Jr. [Sen.-D-PA-00]",Democratic,04/20/2021,117,PA
S. 1198,"Hassan, Margaret Wood [Sen.-D-NH-00]",Democratic,04/15/2021,117,NH
S. 1098,"Warner, Mark R. [Sen.-D-VA-00]",Democratic,04/13/2021,117,VA
S. 1097,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,04/13/2021,117,MI
S. 1095,"Moran, Jerry [Sen.-R-KS-00]",Republican,04/13/2021,117,KS
S. 1064,"Menendez, Robert [Sen.-D-NJ-00]",Democratic,03/25/2021,117,NJ
S. 1031,"Warnock, Raphael G. [Sen.-D-GA-00]",Democratic,03/25/2021,117,GA
S. 989,"Schatz, Brian [Sen.-D-HI-00]",Democratic,03/25/2021,117,HI
S. 958,"Rosen, Jacky [Sen.-D-NV-00]",Democratic,03/24/2021,117,NV
S. 957,"Kennedy, John [Sen.-R-LA-00]",Republican,03/24/2021,117,LA
S. 937,"Hirono, Mazie K. [Sen.-D-HI-00]",Democratic,03/23/2021,117,HI
S. 921,"Cornyn, John [Sen.-R-TX-00]",Republican,03/23/2021,117,TX
S. 894,"Braun, Mike [Sen.-R-IN-00]",Republican,03/23/2021,117,IN
S. 854,"Feinstein, Dianne [Sen.-D-CA-00]",Democratic,03/18/2021,117,CA
S. 848,"Braun, Mike [Sen.-R-IN-00]",Republican,03/18/2021,117,IN
S. 812,"Menendez, Robert [Sen.-D-NJ-00]",Democratic,03/17/2021,117,NJ
S. 796,"Duckworth, Tammy [Sen.-D-IL-00]",Democratic,03/17/2021,117,IL
S. 789,"Rounds, Mike [Sen.-R-SD-00]",Republican,03/17/2021,117,SD
S. 658,"Cornyn, John [Sen.-R-TX-00]",Republican,03/10/2021,117,TX
S. 610,"Kaine, Tim [Sen.-D-VA-00]",Democratic,03/04/2021,117,VA
S. 583,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,03/03/2021,117,MI
S. 579,"Braun, Mike [Sen.-R-IN-00]",Republican,03/03/2021,117,IN
S. 578,"Scott, Tim [Sen.-R-SC-00]",Republican,03/03/2021,117,SC
S. 566,"Reed, Jack [Sen.-D-RI-00]",Democratic,03/03/2021,117,RI
S. 558,"Wicker, Roger F. [Sen.-R-MS-00]",Republican,03/03/2021,117,MS
S. 516,"Moran, Jerry [Sen.-R-KS-00]",Republican,03/01/2021,117,KS
S. 497,"Sullivan, Dan [Sen.-R-AK-00]",Republican,03/01/2021,117,AK
S. 475,"Markey, Edward J. [Sen.-D-MA-00]",Democratic,02/25/2021,117,MA
S. 452,"Stabenow, Debbie [Sen.-D-MI-00]",Democratic,02/25/2021,117,MI
S. 450,"Burr, Richard [Sen.-R-NC-00]",Republican,02/25/2021,117,NC
S. 442,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,02/25/2021,117,MI
S. 422,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,02/24/2021,117,MN
S. 415,"Cassidy, Bill [Sen.-R-LA-00]",Republican,02/24/2021,117,LA
S. 409,"Grassley, Chuck [Sen.-R-IA-00]",Republican,02/24/2021,117,IA
S. 400,"Wicker, Roger F. [Sen.-R-MS-00]",Republican,02/24/2021,117,MS
S. 325,"Murkowski, Lisa [Sen.-R-AK-00]",Republican,02/12/2021,117,AK
S. 321,"Moran, Jerry [Sen.-R-KS-00]",Republican,02/12/2021,117,KS
S. 314,"Merkley, Jeff [Sen.-D-OR-00]",Democratic,02/12/2021,117,OR
S. 272,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,02/08/2021,117,MI
S. 270,"Coons, Christopher A. [Sen.-D-DE-00]",Democratic,02/08/2021,117,DE
S. 233,"Cornyn, John [Sen.-R-TX-00]",Republican,02/04/2021,117,TX
S. 231,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,02/04/2021,117,MI
S. 198,"Rosen, Jacky [Sen.-D-NV-00]",Democratic,02/03/2021,117,NV
S. 189,"Thune, John [Sen.-R-SD-00]",Republican,02/03/2021,117,SD
S. 169,"Tillis, Thomas [Sen.-R-NC-00]",Republican,02/02/2021,117,NC
S. 164,"Hassan, Margaret Wood [Sen.-D-NH-00]",Democratic,02/02/2021,117,NH
S. 144,"Feinstein, Dianne [Sen.-D-CA-00]",Democratic,02/01/2021,117,CA
S. 108,"Rubio, Marco [Sen.-R-FL-00]",Republican,01/28/2021,117,FL
S. 66,"Rubio, Marco [Sen.-R-FL-00]",Republican,01/27/2021,117,FL
S. 7,"Hirono, Mazie K. [Sen.-D-HI-00]",Democratic,11/17/2022,117,HI
S.J.Res. 33,"Schumer, Charles E. [Sen.-D-NY-00]",Democratic,12/14/2021,117,NY
S.J.Res. 15,"Van Hollen, Chris [Sen.-D-MD-00]",Democratic,03/25/2021,117,MD
S.J.Res. 14,"Heinrich, Martin [Sen.-D-NM-00]",Democratic,03/25/2021,117,NM
S.J.Res. 13,"Murray, Patty [Sen.-D-WA-00]",Democratic,03/23/2021,117,WA
H.R. 8906,"Langevin, James R. [Rep.-D-RI-2]",Democratic,12/09/2020,116,RI
H.R. 8900,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,12/08/2020,116,NY
H.R. 8810,"DelBene, Suzan K. [Rep.-D-WA-1]",Democratic,11/24/2020,116,WA
H.R. 8611,"Mast, Brian J. [Rep.-R-FL-18]",Republican,10/16/2020,116,FL
H.R. 8472,"Courtney, Joe [Rep.-D-CT-2]",Democratic,10/01/2020,116,CT
H.R. 8354,"Escobar, Veronica [Rep.-D-TX-16]",Democratic,09/23/2020,116,TX
H.R. 8337,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,09/22/2020,116,NY
H.R. 8276,"Murphy, Stephanie N. [Rep.-D-FL-7]",Democratic,09/16/2020,116,FL
H.R. 8247,"Takano, Mark [Rep.-D-CA-41]",Democratic,09/14/2020,116,CA
H.R. 7898,"Burgess, Michael C. [Rep.-R-TX-26]",Republican,07/31/2020,116,TX
H.R. 7810,"Olson, Pete [Rep.-R-TX-22]",Republican,07/29/2020,116,TX
H.R. 7502,"Axne, Cynthia [Rep.-D-IA-3]",Democratic,07/09/2020,116,IA
H.R. 7460,"Kennedy, Joseph P., III [Rep.-D-MA-4]",Democratic,07/01/2020,116,MA
H.R. 7440,"Sherman, Brad [Rep.-D-CA-30]",Democratic,07/01/2020,116,CA
H.R. 7347,"Dingell, Debbie [Rep.-D-MI-12]",Democratic,06/25/2020,116,MI
H.R. 7259,"McBath, Lucy [Rep.-D-GA-6]",Democratic,06/18/2020,116,GA
H.R. 7105,"Levin, Mike [Rep.-D-CA-49]",Democratic,06/04/2020,116,CA
H.R. 7088,"Carter, Earl L. ""Buddy"" [Rep.-R-GA-1]",Republican,06/04/2020,116,GA
H.R. 7010,"Phillips, Dean [Rep.-D-MN-3]",Democratic,05/26/2020,116,MN
H.R. 6535,"Gallego, Ruben [Rep.-D-AZ-7]",Democratic,04/17/2020,116,AZ
H.R. 6435,"Carter, Earl L. ""Buddy"" [Rep.-R-GA-1]",Republican,04/03/2020,116,GA
H.R. 6418,"Byrne, Bradley [Rep.-R-AL-1]",Republican,03/31/2020,116,AL
H.R. 6395,"Smith, Adam [Rep.-D-WA-9]",Democratic,03/26/2020,116,WA
H.R. 6322,"Takano, Mark [Rep.-D-CA-41]",Democratic,03/23/2020,116,CA
H.R. 6237,"Gallego, Ruben [Rep.-D-AZ-7]",Democratic,03/12/2020,116,AZ
H.R. 6201,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,03/11/2020,116,NY
H.R. 6192,"Barr, Andy [Rep.-R-KY-6]",Republican,03/11/2020,116,KY
H.R. 6168,"Luria, Elaine G. [Rep.-D-VA-2]",Democratic,03/10/2020,116,VA
H.R. 6161,"Walker, Mark [Rep.-R-NC-6]",Republican,03/09/2020,116,NC
H.R. 6100,"Jackson Lee, Sheila [Rep.-D-TX-18]",Democratic,03/05/2020,116,TX
H.R. 6074,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,03/04/2020,116,NY
H.R. 6016,"Lesko, Debbie [Rep.-R-AZ-8]",Republican,02/28/2020,116,AZ
H.R. 5983,"Takano, Mark [Rep.-D-CA-41]",Democratic,02/26/2020,116,CA
H.R. 5972,"Blunt Rochester, Lisa [Rep.-D-DE-00]",Democratic,02/26/2020,116,DE
H.R. 5954,"Slotkin, Elissa [Rep.-D-MI-8]",Democratic,02/25/2020,116,MI
H.R. 5901,"Khanna, Ro [Rep.-D-CA-17]",Democratic,02/13/2020,116,CA
H.R. 5852,"Himes, James A. [Rep.-D-CT-4]",Democratic,02/11/2020,116,CT
H.R. 5671,"Garamendi, John [Rep.-D-CA-3]",Democratic,01/24/2020,116,CA
H.R. 5663,"Guthrie, Brett [Rep.-R-KY-2]",Republican,01/21/2020,116,KY
H.R. 5597,"Horn, Kendra S. [Rep.-D-OK-5]",Democratic,01/14/2020,116,OK
H.R. 5472,"Bishop, Sanford D., Jr. [Rep.-D-GA-2]",Democratic,12/18/2019,116,GA
H.R. 5459,"Neguse, Joe [Rep.-D-CO-2]",Democratic,12/17/2019,116,CO
H.R. 5458,"Neguse, Joe [Rep.-D-CO-2]",Democratic,12/17/2019,116,CO
H.R. 5451,"Katko, John [Rep.-R-NY-24]",Republican,12/17/2019,116,NY
H.R. 5430,"Hoyer, Steny H. [Rep.-D-MD-5]",Democratic,12/13/2019,116,MD
H.R. 5384,"Johnson, Mike [Rep.-R-LA-4]",Republican,12/10/2019,116,LA
H.R. 5363,"Adams, Alma S. [Rep.-D-NC-12]",Democratic,12/09/2019,116,NC
H.R. 5317,"Fletcher, Lizzie [Rep.-D-TX-7]",Democratic,12/05/2019,116,TX
H.R. 5307,"Sewell, Terri A. [Rep.-D-AL-7]",Democratic,12/05/2019,116,AL
H.R. 5277,"Lofgren, Zoe [Rep.-D-CA-19]",Democratic,12/03/2019,116,CA
H.R. 5273,"Torres Small, Xochitl [Rep.-D-NM-2]",Democratic,11/26/2019,116,NM
H.R. 5214,"Tlaib, Rashida [Rep.-D-MI-13]",Democratic,11/21/2019,116,MI
H.R. 5126,"Graves, Garret [Rep.-R-LA-6]",Republican,11/15/2019,116,LA
H.R. 5123,"Bustos, Cheri [Rep.-D-IL-17]",Democratic,11/15/2019,116,IL
H.R. 5062,"Demings, Val Butler [Rep.-D-FL-10]",Democratic,11/13/2019,116,FL
H.R. 5037,"Murphy, Gregory [Rep.-R-NC-3]",Republican,11/12/2019,116,NC
H.R. 5023,"Ryan, Tim [Rep.-D-OH-13]",Democratic,11/08/2019,116,OH
H.R. 4998,"Pallone, Frank, Jr. [Rep.-D-NJ-6]",Democratic,11/08/2019,116,NJ
H.R. 4988,"Kim, Andy [Rep.-D-NJ-3]",Democratic,11/05/2019,116,NJ
H.R. 4983,"Biggs, Andy [Rep.-R-AZ-5]",Republican,11/05/2019,116,AZ
H.R. 4981,"Adams, Alma S. [Rep.-D-NC-12]",Democratic,11/05/2019,116,NC
H.R. 4975,"Spanberger, Abigail Davis [Rep.-D-VA-7]",Democratic,11/01/2019,116,VA
H.R. 4971,"Wexton, Jennifer [Rep.-D-VA-10]",Democratic,10/31/2019,116,VA
H.R. 4920,"Takano, Mark [Rep.-D-CA-41]",Democratic,10/30/2019,116,CA
H.R. 4875,"Gonzalez, Anthony [Rep.-R-OH-16]",Republican,10/28/2019,116,OH
H.R. 4803,"Nadler, Jerrold [Rep.-D-NY-10]",Democratic,10/23/2019,116,NY
H.R. 4794,"Rose, Max [Rep.-D-NY-11]",Democratic,10/22/2019,116,NY
H.R. 4785,"Hurd, Will [Rep.-R-TX-23]",Republican,10/22/2019,116,TX
H.R. 4779,"McMorris Rodgers, Cathy [Rep.-R-WA-5]",Republican,10/22/2019,116,WA
H.R. 4771,"Cunningham, Joe [Rep.-D-SC-1]",Democratic,10/21/2019,116,SC
H.R. 4761,"Higgins, Clay [Rep.-R-LA-3]",Republican,10/18/2019,116,LA
H.R. 4734,"Bucshon, Larry [Rep.-R-IN-8]",Republican,10/18/2019,116,IN
H.R. 4725,"Lamborn, Doug [Rep.-R-CO-5]",Republican,10/17/2019,116,CO
H.R. 4704,"McAdams, Ben [Rep.-D-UT-4]",Democratic,10/16/2019,116,UT
H.R. 4672,"Khanna, Ro [Rep.-D-CA-17]",Democratic,10/15/2019,116,CA
H.R. 4566,"Luria, Elaine G. [Rep.-D-VA-2]",Democratic,09/27/2019,116,VA
H.R. 4508,"Jeffries, Hakeem S. [Rep.-D-NY-8]",Democratic,09/26/2019,116,NY
H.R. 4378,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,09/18/2019,116,NY
H.R. 4356,"Harder, Josh [Rep.-D-CA-10]",Democratic,09/17/2019,116,CA
H.R. 4334,"Bonamici, Suzanne [Rep.-D-OR-1]",Democratic,09/16/2019,116,OR
H.R. 4285,"Brindisi, Anthony [Rep.-D-NY-22]",Democratic,09/11/2019,116,NY
H.R. 4279,"Keller, Fred [Rep.-R-PA-12]",Republican,09/11/2019,116,PA
H.R. 4258,"Stanton, Greg [Rep.-D-AZ-9]",Democratic,09/09/2019,116,AZ
H.R. 4200,"Tipton, Scott  R. [Rep.-R-CO-3]",Republican,08/20/2019,116,CO
H.R. 4183,"Khanna, Ro [Rep.-D-CA-17]",Democratic,08/13/2019,116,CA
H.R. 4104,"Cleaver, Emanuel [Rep.-D-MO-5]",Democratic,07/30/2019,116,MO
H.R. 4044,"Malinowski, Tom [Rep.-D-NJ-7]",Democratic,07/25/2019,116,NJ
H.R. 4034,"Kilmer, Derek [Rep.-D-WA-6]",Democratic,07/25/2019,116,WA
H.R. 4031,"Joyce, David P. [Rep.-R-OH-14]",Republican,07/25/2019,116,OH
H.R. 3976,"Lawrence, Brenda L. [Rep.-D-MI-14]",Democratic,07/25/2019,116,MI
H.R. 3889,"Rouda, Harley [Rep.-D-CA-48]",Democratic,07/23/2019,116,CA
H.R. 3877,"Yarmuth, John A. [Rep.-D-KY-3]",Democratic,07/23/2019,116,KY
H.R. 3870,"Espaillat, Adriano [Rep.-D-NY-13]",Democratic,07/22/2019,116,NY
H.R. 3847,"McEachin, A. Donald [Rep.-D-VA-4]",Democratic,07/18/2019,116,VA
H.R. 3680,"Kustoff, David [Rep.-R-TN-8]",Republican,07/10/2019,116,TN
H.R. 3589,"Thompson, Mike [Rep.-D-CA-5]",Democratic,06/27/2019,116,CA
H.R. 3504,"Bilirakis, Gus M. [Rep.-R-FL-12]",Republican,06/26/2019,116,FL
H.R. 3465,"Napolitano, Grace F. [Rep.-D-CA-32]",Democratic,06/25/2019,116,CA
H.R. 3401,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,06/21/2019,116,NY
H.R. 3399,"Harder, Josh [Rep.-D-CA-10]",Democratic,06/21/2019,116,CA
H.R. 3349,"Doggett, Lloyd [Rep.-D-TX-35]",Democratic,06/19/2019,116,TX
H.R. 3329,"Torres, Norma J. [Rep.-D-CA-35]",Democratic,06/18/2019,116,CA
H.R. 3317,"Hill, J. French [Rep.-R-AR-2]",Republican,06/18/2019,116,AR
H.R. 3314,"Gosar, Paul A. [Rep.-R-AZ-4]",Republican,06/18/2019,116,AZ
H.R. 3311,"Cline, Ben [Rep.-R-VA-6]",Republican,06/18/2019,116,VA
H.R. 3305,"Luria, Elaine G. [Rep.-D-VA-2]",Democratic,06/18/2019,116,VA
H.R. 3304,"Cohen, Steve [Rep.-D-TN-9]",Democratic,06/18/2019,116,TN
H.R. 3275,"Joyce, David P. [Rep.-R-OH-14]",Republican,06/13/2019,116,OH
H.R. 3253,"Dingell, Debbie [Rep.-D-MI-12]",Democratic,06/13/2019,116,MI
H.R. 3250,"Davis, Danny K. [Rep.-D-IL-7]",Democratic,06/13/2019,116,IL
H.R. 3245,"Bucshon, Larry [Rep.-R-IN-8]",Republican,06/13/2019,116,IN
H.R. 3207,"Lamb, Conor [Rep.-D-PA-17]",Democratic,06/11/2019,116,PA
H.R. 3196,"Johnson, Eddie Bernice [Rep.-D-TX-30]",Democratic,06/11/2019,116,TX
H.R. 3153,"Wexton, Jennifer [Rep.-D-VA-10]",Democratic,06/06/2019,116,VA
H.R. 3151,"Lewis, John [Rep.-D-GA-5]",Democratic,06/06/2019,116,GA
H.R. 3144,"Sánchez, Linda T. [Rep.-D-CA-38]",Democratic,06/05/2019,116,CA
H.R. 3055,"Serrano, Jose E. [Rep.-D-NY-15]",Democratic,06/03/2019,116,NY
H.R. 3005,"Peters, Scott H. [Rep.-D-CA-52]",Democratic,05/23/2019,116,CA
H.R. 2969,"Soto, Darren [Rep.-D-FL-9]",Democratic,05/23/2019,116,FL
H.R. 2940,"Davis, Danny K. [Rep.-D-IL-7]",Democratic,05/23/2019,116,IL
H.R. 2938,"McBath, Lucy [Rep.-D-GA-6]",Democratic,05/23/2019,116,GA
H.R. 2744,"McCaul, Michael T. [Rep.-R-TX-10]",Republican,05/15/2019,116,TX
H.R. 2695,"McCarthy, Kevin [Rep.-R-CA-23]",Republican,05/14/2019,116,CA
H.R. 2502,"Palmer, Gary J. [Rep.-R-AL-6]",Republican,05/02/2019,116,AL
H.R. 2476,"Thompson, Bennie G. [Rep.-D-MS-2]",Democratic,05/02/2019,116,MS
H.R. 2468,"Hoyer, Steny H. [Rep.-D-MD-5]",Democratic,05/02/2019,116,MD
H.R. 2454,"Johnson, Dusty [Rep.-R-SD-00]",Republican,05/01/2019,116,SD
H.R. 2451,"Cicilline, David N. [Rep.-D-RI-1]",Democratic,05/01/2019,116,RI
H.R. 2444,"McCaul, Michael T. [Rep.-R-TX-10]",Republican,05/01/2019,116,TX
H.R. 2423,"Stefanik, Elise M. [Rep.-R-NY-21]",Republican,04/30/2019,116,NY
H.R. 2385,"Lamb, Conor [Rep.-D-PA-17]",Democratic,04/29/2019,116,PA
H.R. 2379,"Pascrell, Bill, Jr. [Rep.-D-NJ-9]",Democratic,04/29/2019,116,NJ
H.R. 2372,"Underwood, Lauren [Rep.-D-IL-14]",Democratic,04/25/2019,116,IL
H.R. 2359,"Lamb, Conor [Rep.-D-PA-17]",Democratic,04/25/2019,116,PA
H.R. 2336,"Delgado, Antonio [Rep.-D-NY-19]",Democratic,04/18/2019,116,NY
H.R. 2334,"Conaway, K. Michael [Rep.-R-TX-11]",Republican,04/18/2019,116,TX
H.R. 2333,"Brindisi, Anthony [Rep.-D-NY-22]",Democratic,04/18/2019,116,NY
H.R. 2325,"González-Colón, Jenniffer [Resident Commissioner-R-PR-00]",Republican,04/15/2019,116,PR
H.R. 2246,"Guest, Michael [Rep.-R-MS-3]",Republican,04/10/2019,116,MS
H.R. 2196,"Barr, Andy [Rep.-R-KY-6]",Republican,04/10/2019,116,KY
H.R. 2157,"Lowey, Nita M. [Rep.-D-NY-17]",Democratic,04/09/2019,116,NY
H.R. 2151,"Delgado, Antonio [Rep.-D-NY-19]",Democratic,04/09/2019,116,NY
H.R. 2030,"Grijalva, Raúl M. [Rep.-D-AZ-3]",Democratic,04/02/2019,116,AZ
H.R. 1972,"Gianforte, Greg [Rep.-R-MT-00]",Republican,03/28/2019,116,MT
H.R. 1966,"Cummings, Elijah E. [Rep.-D-MD-7]",Democratic,03/28/2019,116,MD
H.R. 1957,"Lewis, John [Rep.-D-GA-5]",Democratic,03/28/2019,116,GA
H.R. 1952,"Collins, Doug [Rep.-R-GA-9]",Republican,03/28/2019,116,GA
H.R. 1925,"Maloney, Carolyn B. [Rep.-D-NY-12]",Democratic,03/27/2019,116,NY
H.R. 1923,"Lee, Barbara [Rep.-D-CA-13]",Democratic,03/27/2019,116,CA
H.R. 1865,"Pascrell, Bill, Jr. [Rep.-D-NJ-9]",Democratic,03/25/2019,116,NJ
H.R. 1844,"Krishnamoorthi, Raja [Rep.-D-IL-8]",Democratic,03/21/2019,116,IL
H.R. 1839,"Ruiz, Raul [Rep.-D-CA-36]",Democratic,03/21/2019,116,CA
H.R. 1833,"Rice, Kathleen M. [Rep.-D-NY-4]",Democratic,03/18/2019,116,NY
H.R. 1830,"Maloney, Sean Patrick [Rep.-D-NY-18]",Democratic,03/18/2019,116,NY
H.R. 1812,"Roe, David P. [Rep.-R-TN-1]",Republican,03/18/2019,116,TN
H.R. 1773,"Speier, Jackie [Rep.-D-CA-14]",Democratic,03/14/2019,116,CA
H.R. 1668,"Kelly, Robin L. [Rep.-D-IL-2]",Democratic,03/11/2019,116,IL
H.R. 1590,"Guest, Michael [Rep.-R-MS-3]",Republican,03/07/2019,116,MS
H.R. 1569,"O'Halleran, Tom [Rep.-D-AZ-1]",Democratic,03/06/2019,116,AZ
H.R. 1526,"Heck, Denny [Rep.-D-WA-10]",Democratic,03/05/2019,116,WA
H.R. 1520,"Eshoo, Anna G. [Rep.-D-CA-18]",Democratic,03/05/2019,116,CA
H.R. 1503,"Kelly, Robin L. [Rep.-D-IL-2]",Democratic,03/05/2019,116,IL
H.R. 1492,"Tipton, Scott  R. [Rep.-R-CO-3]",Republican,03/04/2019,116,CO
H.R. 1472,"Smith, Adrian [Rep.-R-NE-3]",Republican,02/28/2019,116,NE
H.R. 1449,"Kelly, Robin L. [Rep.-D-IL-2]",Democratic,02/28/2019,116,IL
H.R. 1424,"Gonzalez, Anthony [Rep.-R-OH-16]",Republican,02/28/2019,116,OH
H.R. 1418,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,02/28/2019,116,OR
H.R. 1396,"Johnson, Eddie Bernice [Rep.-D-TX-30]",Democratic,02/27/2019,116,TX
H.R. 1365,"San Nicolas, Michael F. Q. [Del.-D-GU-00]",Democratic,02/26/2019,116,GU
H.R. 1327,"Maloney, Carolyn B. [Rep.-D-NY-12]",Democratic,02/25/2019,116,NY
H.R. 1253,"Cárdenas, Tony [Rep.-D-CA-29]",Democratic,02/14/2019,116,CA
H.R. 1252,"Cárdenas, Tony [Rep.-D-CA-29]",Democratic,02/14/2019,116,CA
H.R. 1250,"Babin, Brian [Rep.-R-TX-36]",Republican,02/14/2019,116,TX
H.R. 1240,"Young, Don [Rep.-R-AK-00]",Republican,02/14/2019,116,AK
H.R. 1222,"Kind, Ron [Rep.-D-WI-3]",Democratic,02/14/2019,116,WI
H.R. 1200,"Luria, Elaine G. [Rep.-D-VA-2]",Democratic,02/13/2019,116,VA
H.R. 1198,"Lee, Susie [Rep.-D-NV-3]",Democratic,02/13/2019,116,NV
H.R. 1158,"McCaul, Michael T. [Rep.-R-TX-10]",Republican,02/13/2019,116,TX
H.R. 1138,"Reed, Tom [Rep.-R-NY-23]",Republican,02/11/2019,116,NY
H.R. 1123,"Crawford, Eric A. ""Rick"" [Rep.-R-AR-1]",Republican,02/08/2019,116,AR
H.R. 1079,"Graves, Garret [Rep.-R-LA-6]",Republican,02/07/2019,116,LA
H.R. 1058,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,02/07/2019,116,NJ
H.R. 991,"Sewell, Terri A. [Rep.-D-AL-7]",Democratic,02/06/2019,116,AL
H.R. 943,"Maloney, Carolyn B. [Rep.-D-NY-12]",Democratic,01/31/2019,116,NY
H.R. 887,"Curtis, John R. [Rep.-R-UT-3]",Republican,01/30/2019,116,UT
H.R. 886,"Crist, Charlie [Rep.-D-FL-13]",Democratic,01/30/2019,116,FL
H.R. 866,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,01/30/2019,116,DC
H.R. 835,"Jackson Lee, Sheila [Rep.-D-TX-18]",Democratic,01/29/2019,116,TX
H.R. 831,"Cicilline, David N. [Rep.-D-RI-1]",Democratic,01/29/2019,116,RI
H.R. 829,"Zeldin, Lee M. [Rep.-R-NY-1]",Republican,01/28/2019,116,NY
H.R. 828,"Zeldin, Lee M. [Rep.-R-NY-1]",Republican,01/28/2019,116,NY
H.R. 777,"Maloney, Carolyn B. [Rep.-D-NY-12]",Democratic,01/24/2019,116,NY
H.R. 776,"King, Peter T. [Rep.-R-NY-2]",Republican,01/24/2019,116,NY
H.R. 748,"Courtney, Joe [Rep.-D-CT-2]",Democratic,01/24/2019,116,CT
H.R. 724,"Deutch, Theodore E. [Rep.-D-FL-22]",Democratic,01/23/2019,116,FL
H.R. 639,"Hartzler, Vicky [Rep.-R-MO-4]",Republican,01/17/2019,116,MO
H.R. 583,"Tonko, Paul [Rep.-D-NY-20]",Democratic,01/16/2019,116,NY
H.R. 561,"Bergman, Jack [Rep.-R-MI-1]",Republican,01/15/2019,116,MI
H.R. 559,"Sablan, Gregorio Kilili Camacho [Del.-D-MP-00]",Democratic,01/15/2019,116,MP
H.R. 540,"Morelle, Joseph D. [Rep.-D-NY-25]",Democratic,01/14/2019,116,NY
H.R. 504,"Bacon, Don [Rep.-R-NE-2]",Republican,01/11/2019,116,NE
H.R. 473,"Neguse, Joe [Rep.-D-CO-2]",Democratic,01/10/2019,116,CO
H.R. 439,"Langevin, James R. [Rep.-D-RI-2]",Democratic,01/10/2019,116,RI
H.R. 434,"Jackson Lee, Sheila [Rep.-D-TX-18]",Democratic,01/10/2019,116,TX
H.R. 430,"Neal, Richard E. [Rep.-D-MA-1]",Democratic,01/10/2019,116,MA
H.R. 299,"Takano, Mark [Rep.-D-CA-41]",Democratic,01/08/2019,116,CA
H.R. 276,"Titus, Dina [Rep.-D-NV-1]",Democratic,01/08/2019,116,NV
H.R. 266,"McCollum, Betty [Rep.-D-MN-4]",Democratic,01/08/2019,116,MN
H.R. 263,"Suozzi, Thomas R. [Rep.-D-NY-3]",Democratic,01/04/2019,116,NY
H.R. 259,"Pallone, Frank, Jr. [Rep.-D-NJ-6]",Democratic,01/04/2019,116,NJ
H.R. 251,"Thompson, Bennie G. [Rep.-D-MS-2]",Democratic,01/04/2019,116,MS
H.R. 221,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,01/03/2019,116,NJ
