legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
S. 1448,"Merkley, Jeff [Sen.-D-OR-00]",Democratic,07/14/2009,111,OR
S. 1422,"Murray, Patty [Sen.-D-WA-00]",Democratic,07/09/2009,111,WA
S. 1421,"Levin, Carl [Sen.-D-MI-00]",Democratic,07/09/2009,111,MI
S. 1405,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,07/07/2009,111,MA
S. 1376,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,06/25/2009,111,MN
S. 1338,"Carper, Thomas R. [Sen.-D-DE-00]",Democratic,06/24/2009,111,DE
S. 1314,"Wyden, Ron [Sen.-D-OR-00]",Democratic,06/22/2009,111,OR
S. 1289,"Whitehouse, Sheldon [Sen.-D-RI-00]",Democratic,06/18/2009,111,RI
S. 1275,"Warner, Mark R. [Sen.-D-VA-00]",Democratic,06/16/2009,111,VA
S. 1211,"Schumer, Charles E. [Sen.-D-NY-00]",Democratic,06/09/2009,111,NY
S. 1147,"Kohl, Herb [Sen.-D-WI-00]",Democratic,05/21/2009,111,WI
S. 1132,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,05/21/2009,111,VT
S. 1107,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,05/20/2009,111,IL
S. 1067,"Feingold, Russell D. [Sen.-D-WI-00]",Democratic,05/19/2009,111,WI
S. 1055,"Boxer, Barbara [Sen.-D-CA-00]",Democratic,05/14/2009,111,CA
S. 1053,"Murkowski, Lisa [Sen.-R-AK-00]",Republican,05/14/2009,111,AK
S. 896,"Dodd, Christopher J. [Sen.-D-CT-00]",Democratic,04/24/2009,111,CT
S. 846,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,04/21/2009,111,IL
S. 841,"Kerry, John F. [Sen.-D-MA-00]",Democratic,04/21/2009,111,MA
S. 832,"Nelson, Bill [Sen.-D-FL-00]",Democratic,04/20/2009,111,FL
S. 748,"Boxer, Barbara [Sen.-D-CA-00]",Democratic,03/31/2009,111,CA
S. 735,"Baucus, Max [Sen.-D-MT-00]",Democratic,03/30/2009,111,MT
S. 692,"Schumer, Charles E. [Sen.-D-NY-00]",Democratic,03/25/2009,111,NY
S. 615,"Collins, Susan M. [Sen.-R-ME-00]",Republican,03/17/2009,111,ME
S. 614,"Hutchison, Kay Bailey [Sen.-R-TX-00]",Republican,03/17/2009,111,TX
S. 520,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,03/03/2009,111,IL
S. 509,"Murray, Patty [Sen.-D-WA-00]",Democratic,03/02/2009,111,WA
S. 475,"Burr, Richard [Sen.-R-NC-00]",Republican,02/25/2009,111,NC
S. 454,"Levin, Carl [Sen.-D-MI-00]",Democratic,02/23/2009,111,MI
S. 407,"Akaka, Daniel K. [Sen.-D-HI-00]",Democratic,02/10/2009,111,HI
S. 386,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,02/05/2009,111,VT
S. 383,"McCaskill, Claire [Sen.-D-MO-00]",Democratic,02/04/2009,111,MO
S. 352,"Rockefeller, John D., IV [Sen.-D-WV-00]",Democratic,01/29/2009,111,WV
S. 234,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,01/14/2009,111,IL
S. 181,"Mikulski, Barbara A. [Sen.-D-MD-00]",Democratic,01/08/2009,111,MD
S. 118,"Kohl, Herb [Sen.-D-WI-00]",Democratic,01/06/2009,111,WI
S. 39,"McCain, John [Sen.-R-AZ-00]",Republican,01/06/2009,111,AZ
S. 30,"Nelson, Bill [Sen.-D-FL-00]",Democratic,01/07/2009,111,FL
S.J.Res. 40,"Reid, Harry [Sen.-D-NV-00]",Democratic,11/15/2010,111,NV
S.J.Res. 33,"Bingaman, Jeff [Sen.-D-NM-00]",Democratic,06/17/2010,111,NM
S.J.Res. 32,"Burr, Richard [Sen.-R-NC-00]",Republican,06/16/2010,111,NC
S.J.Res. 25,"Cardin, Benjamin L. [Sen.-D-MD-00]",Democratic,12/24/2009,111,MD
S.J.Res. 19,"Cardin, Benjamin L. [Sen.-D-MD-00]",Democratic,07/28/2009,111,MD
S.J.Res. 9,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,02/10/2009,111,VT
S.J.Res. 8,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,02/10/2009,111,VT
S.J.Res. 3,"Reid, Harry [Sen.-D-NV-00]",Democratic,01/06/2009,111,NV
H.R. 7327,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,12/10/2008,110,NY
H.R. 7311,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,12/09/2008,110,CA
H.R. 7222,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,09/29/2008,110,NY
H.R. 7198,"Stark, Fortney Pete [Rep.-D-CA-13]",Democratic,09/28/2008,110,CA
H.R. 7177,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,09/27/2008,110,CA
H.R. 7084,"Inslee, Jay [Rep.-D-WA-1]",Democratic,09/25/2008,110,WA
H.R. 7082,"Ramstad, Jim [Rep.-R-MN-3]",Republican,09/25/2008,110,MN
H.R. 7081,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,09/25/2008,110,CA
H.R. 6984,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,09/22/2008,110,MN
H.R. 6982,"Speier, Jackie [Rep.-D-CA-12]",Democratic,09/22/2008,110,CA
H.R. 6946,"Dingell, John D. [Rep.-D-MI-15]",Democratic,09/18/2008,110,MI
H.R. 6902,"Davis, Geoff [Rep.-R-KY-4]",Republican,09/15/2008,110,KY
H.R. 6894,"Gutierrez, Luis V. [Rep.-D-IL-4]",Democratic,09/15/2008,110,IL
H.R. 6893,"McDermott, Jim [Rep.-D-WA-7]",Democratic,09/15/2008,110,WA
H.R. 6890,"Melancon, Charlie [Rep.-D-LA-3]",Democratic,09/15/2008,110,LA
H.R. 6889,"Miller, George [Rep.-D-CA-7]",Democratic,09/15/2008,110,CA
H.R. 6874,"McGovern, James P. [Rep.-D-MA-3]",Democratic,09/11/2008,110,MA
H.R. 6867,"McDermott, Jim [Rep.-D-WA-7]",Democratic,09/10/2008,110,WA
H.R. 6859,"Bishop, Sanford D., Jr. [Rep.-D-GA-2]",Democratic,09/10/2008,110,GA
H.R. 6849,"Etheridge, Bob [Rep.-D-NC-2]",Democratic,09/09/2008,110,NC
H.R. 6847,"Deal, Nathan [Rep.-R-GA-9]",Republican,09/09/2008,110,GA
H.R. 6834,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,09/08/2008,110,CT
H.R. 6681,"Weller, Jerry [Rep.-R-IL-11]",Republican,07/30/2008,110,IL
H.R. 6580,"Kind, Ron [Rep.-D-WI-3]",Democratic,07/23/2008,110,WI
H.R. 6558,"Honda, Michael M. [Rep.-D-CA-15]",Democratic,07/21/2008,110,CA
H.R. 6532,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,07/17/2008,110,NY
H.R. 6531,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,07/17/2008,110,CA
H.R. 6524,"LaTourette, Steven C. [Rep.-R-OH-14]",Republican,07/16/2008,110,OH
H.R. 6469,"DeGette, Diana [Rep.-D-CO-1]",Democratic,07/10/2008,110,CO
H.R. 6460,"Ehlers, Vernon J. [Rep.-R-MI-3]",Republican,07/10/2008,110,MI
H.R. 6456,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,07/10/2008,110,CA
H.R. 6437,"Conaway, K. Michael [Rep.-R-TX-11]",Republican,07/08/2008,110,TX
H.R. 6432,"Pallone, Frank, Jr. [Rep.-D-NJ-6]",Democratic,07/08/2008,110,NJ
H.R. 6370,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,06/25/2008,110,OR
H.R. 6353,"Stupak, Bart [Rep.-D-MI-1]",Democratic,06/24/2008,110,MI
H.R. 6340,"Lowey, Nita M. [Rep.-D-NY-18]",Democratic,06/20/2008,110,NY
H.R. 6338,"Klein, Ron [Rep.-D-FL-22]",Democratic,06/20/2008,110,FL
H.R. 6331,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,06/20/2008,110,NY
H.R. 6327,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,06/20/2008,110,NY
H.R. 6304,"Reyes, Silvestre [Rep.-D-TX-16]",Democratic,06/19/2008,110,TX
H.R. 6296,"Brady, Robert A. [Rep.-D-PA-1]",Democratic,06/18/2008,110,PA
H.R. 6229,"McCollum, Betty [Rep.-D-MN-4]",Democratic,06/10/2008,110,MN
H.R. 6199,"Engel, Eliot L. [Rep.-D-NY-17]",Democratic,06/05/2008,110,NY
H.R. 6197,"Blackburn, Marsha [Rep.-R-TN-7]",Republican,06/05/2008,110,TN
H.R. 6184,"Castle, Michael N. [Rep.-R-DE-00]",Republican,06/04/2008,110,DE
H.R. 6150,"Kucinich, Dennis J. [Rep.-D-OH-10]",Democratic,05/22/2008,110,OH
H.R. 6124,"Peterson, Collin C. [Rep.-D-MN-7]",Democratic,05/22/2008,110,MN
H.R. 6098,"Reichert, David G. [Rep.-R-WA-8]",Republican,05/20/2008,110,WA
H.R. 6092,"Gingrey, Phil [Rep.-R-GA-11]",Republican,05/20/2008,110,GA
H.R. 6085,"Bono, Mary [Rep.-R-CA-45]",Republican,05/20/2008,110,CA
H.R. 6083,"Spratt, John M., Jr. [Rep.-D-SC-5]",Democratic,05/19/2008,110,SC
H.R. 6081,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,05/16/2008,110,NY
H.R. 6073,"Foxx, Virginia [Rep.-R-NC-5]",Republican,05/15/2008,110,NC
H.R. 6063,"Udall, Mark [Rep.-D-CO-2]",Democratic,05/15/2008,110,CO
H.R. 6061,"Costello, Jerry F. [Rep.-D-IL-12]",Democratic,05/14/2008,110,IL
H.R. 6051,"Peterson, Collin C. [Rep.-D-MN-7]",Democratic,05/14/2008,110,MN
H.R. 6045,"Visclosky, Peter J. [Rep.-D-IN-1]",Democratic,05/13/2008,110,IN
H.R. 6040,"Mica, John L. [Rep.-R-FL-7]",Republican,05/13/2008,110,FL
H.R. 6022,"Welch, Peter [Rep.-D-VT-00]",Democratic,05/12/2008,110,VT
H.R. 5975,"Arcuri, Michael A. [Rep.-D-NY-24]",Democratic,05/06/2008,110,NY
H.R. 5938,"Conyers, John, Jr. [Rep.-D-MI-14]",Democratic,05/01/2008,110,MI
H.R. 5919,"Roybal-Allard, Lucille [Rep.-D-CA-34]",Democratic,04/29/2008,110,CA
H.R. 5893,"Brady, Robert A. [Rep.-D-PA-1]",Democratic,04/24/2008,110,PA
H.R. 5872,"Sessions, Pete [Rep.-R-TX-32]",Republican,04/22/2008,110,TX
H.R. 5834,"Ros-Lehtinen, Ileana [Rep.-R-FL-18]",Republican,04/17/2008,110,FL
H.R. 5813,"Peterson, Collin C. [Rep.-D-MN-7]",Democratic,04/16/2008,110,MN
H.R. 5778,"Van Hollen, Chris [Rep.-D-MD-8]",Democratic,04/10/2008,110,MD
H.R. 5715,"Miller, George [Rep.-D-CA-7]",Democratic,04/08/2008,110,CA
H.R. 5714,"Skelton, Ike [Rep.-D-MO-4]",Democratic,04/08/2008,110,MO
H.R. 5690,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,04/03/2008,110,CA
H.R. 5683,"Davis, Danny K. [Rep.-D-IL-7]",Democratic,04/02/2008,110,IL
H.R. 5631,"Goode, Virgil H., Jr. [Rep.-R-VA-5]",Republican,03/13/2008,110,VA
H.R. 5618,"Bordallo, Madeleine Z. [Del.-D-GU-00]",Democratic,03/13/2008,110,GU
H.R. 5571,"Lofgren, Zoe [Rep.-D-CA-16]",Democratic,03/10/2008,110,CA
H.R. 5551,"Davis, Danny K. [Rep.-D-IL-7]",Democratic,03/06/2008,110,IL
H.R. 5528,"Lynch, Stephen F. [Rep.-D-MA-9]",Democratic,03/04/2008,110,MA
H.R. 5517,"Poe, Ted [Rep.-R-TX-2]",Republican,02/28/2008,110,TX
H.R. 5501,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,02/27/2008,110,CA
H.R. 5489,"Wittman, Robert J. [Rep.-R-VA-1]",Republican,02/26/2008,110,VA
H.R. 5483,"Davis, Tom [Rep.-R-VA-11]",Republican,02/25/2008,110,VA
H.R. 5479,"Ehlers, Vernon J. [Rep.-R-MI-3]",Republican,02/25/2008,110,MI
H.R. 5478,"Gutierrez, Luis V. [Rep.-D-IL-4]",Democratic,02/25/2008,110,IL
H.R. 5477,"Schiff, Adam B. [Rep.-D-CA-29]",Democratic,02/21/2008,110,CA
H.R. 5472,"Visclosky, Peter J. [Rep.-D-IN-1]",Democratic,02/14/2008,110,IN
H.R. 5400,"LaTourette, Steven C. [Rep.-R-OH-14]",Republican,02/12/2008,110,OH
H.R. 5395,"Carnahan, Russ [Rep.-D-MO-3]",Democratic,02/12/2008,110,MO
H.R. 5350,"Scott, Robert C. ""Bobby"" [Rep.-D-VA-3]",Democratic,02/12/2008,110,VA
H.R. 5270,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,02/07/2008,110,NY
H.R. 5265,"Engel, Eliot L. [Rep.-D-NY-17]",Democratic,02/07/2008,110,NY
H.R. 5264,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,02/07/2008,110,NY
H.R. 5220,"Wu, David [Rep.-D-OR-1]",Democratic,01/29/2008,110,OR
H.R. 5168,"Brown-Waite, Ginny [Rep.-R-FL-5]",Republican,01/29/2008,110,FL
H.R. 5159,"Brady, Robert A. [Rep.-D-PA-1]",Democratic,01/29/2008,110,PA
H.R. 5140,"Pelosi, Nancy [Rep.-D-CA-8]",Democratic,01/28/2008,110,CA
H.R. 5135,"Tiahrt, Todd [Rep.-R-KS-4]",Republican,01/23/2008,110,KS
H.R. 5104,"Conyers, John, Jr. [Rep.-D-MI-14]",Democratic,01/23/2008,110,MI
H.R. 5057,"Maloney, Carolyn B. [Rep.-D-NY-14]",Democratic,01/17/2008,110,NY
H.R. 5001,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,01/16/2008,110,DC
H.R. 4986,"Skelton, Ike [Rep.-D-MO-4]",Democratic,01/16/2008,110,MO
H.R. 4918,"Ros-Lehtinen, Ileana [Rep.-R-FL-18]",Republican,12/19/2007,110,FL
H.R. 4841,"Bono, Mary [Rep.-R-CA-45]",Republican,12/19/2007,110,CA
H.R. 4839,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,12/19/2007,110,NY
H.R. 4544,"Boren, Dan [Rep.-D-OK-2]",Democratic,12/13/2007,110,OK
H.R. 4454,"Yarmuth, John A. [Rep.-D-KY-3]",Democratic,12/11/2007,110,KY
H.R. 4343,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,12/11/2007,110,MN
H.R. 4289,"Fortuno, Luis G. [Resident Commissioner-R-PR-00]",Republican,12/05/2007,110,PR
H.R. 4286,"Crowley, Joseph [Rep.-D-NY-7]",Democratic,12/05/2007,110,NY
H.R. 4253,"Altmire, Jason [Rep.-D-PA-4]",Democratic,12/04/2007,110,PA
H.R. 4252,"Chabot, Steve [Rep.-R-OH-1]",Republican,12/04/2007,110,OH
H.R. 4240,"Perlmutter, Ed [Rep.-D-CO-7]",Democratic,11/15/2007,110,CO
H.R. 4211,"Butterfield, G. K. [Rep.-D-NC-1]",Democratic,11/15/2007,110,NC
H.R. 4210,"Butterfield, G. K. [Rep.-D-NC-1]",Democratic,11/15/2007,110,NC
H.R. 4203,"Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]",Democratic,11/15/2007,110,GA
H.R. 4185,"Solis, Hilda L. [Rep.-D-CA-32]",Democratic,11/14/2007,110,CA
H.R. 4166,"Skelton, Ike [Rep.-D-MO-4]",Democratic,11/13/2007,110,MO
H.R. 4140,"Dicks, Norman D. [Rep.-D-WA-6]",Democratic,11/09/2007,110,WA
H.R. 4137,"Miller, George [Rep.-D-CA-7]",Democratic,11/09/2007,110,CA
H.R. 4131,"Richardson, Laura [Rep.-D-CA-37]",Democratic,11/09/2007,110,CA
H.R. 4120,"Boyda, Nancy E. [Rep.-D-KS-2]",Democratic,11/08/2007,110,KS
H.R. 4118,"Boucher, Rick [Rep.-D-VA-9]",Democratic,11/08/2007,110,VA
H.R. 4040,"Rush, Bobby L. [Rep.-D-IL-1]",Democratic,11/01/2007,110,IL
H.R. 4010,"Thompson, Bennie G. [Rep.-D-MS-2]",Democratic,10/30/2007,110,MS
H.R. 4009,"Miller, Candice S. [Rep.-R-MI-10]",Republican,10/30/2007,110,MI
H.R. 4008,"Mahoney, Tim [Rep.-D-FL-16]",Democratic,10/30/2007,110,FL
H.R. 3996,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,10/30/2007,110,NY
H.R. 3988,"Granger, Kay [Rep.-R-TX-12]",Republican,10/29/2007,110,TX
H.R. 3986,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,10/29/2007,110,MN
H.R. 3985,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,10/29/2007,110,OR
H.R. 3974,"Carter, John R. [Rep.-R-TX-31]",Republican,10/25/2007,110,TX
H.R. 3936,"Deal, Nathan [Rep.-R-GA-9]",Republican,10/23/2007,110,GA
H.R. 3913,"Ros-Lehtinen, Ileana [Rep.-R-FL-18]",Republican,10/22/2007,110,FL
H.R. 3891,"Brown, Henry E., Jr. [Rep.-R-SC-1]",Republican,10/18/2007,110,SC
H.R. 3890,"Lantos, Tom [Rep.-D-CA-12]",Democratic,10/18/2007,110,CA
H.R. 3803,"Butterfield, G. K. [Rep.-D-NC-1]",Democratic,10/10/2007,110,NC
H.R. 3739,"Grijalva, Raúl M. [Rep.-D-AZ-7]",Democratic,10/03/2007,110,AZ
H.R. 3721,"Edwards, Chet [Rep.-D-TX-17]",Democratic,10/02/2007,110,TX
H.R. 3720,"Edwards, Chet [Rep.-D-TX-17]",Democratic,10/02/2007,110,TX
H.R. 3712,"Kaptur, Marcy [Rep.-D-OH-9]",Democratic,10/01/2007,110,OH
H.R. 3703,"Scott, David [Rep.-D-GA-13]",Democratic,09/27/2007,110,GA
H.R. 3690,"Brady, Robert A. [Rep.-D-PA-1]",Democratic,09/27/2007,110,PA
H.R. 3688,"Hoyer, Steny H. [Rep.-D-MD-5]",Democratic,09/27/2007,110,MD
H.R. 3678,"Conyers, John, Jr. [Rep.-D-MI-14]",Democratic,09/27/2007,110,MI
H.R. 3668,"Dingell, John D. [Rep.-D-MI-15]",Democratic,09/26/2007,110,MI
H.R. 3648,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,09/25/2007,110,NY
H.R. 3625,"Sestak, Joe [Rep.-D-PA-7]",Democratic,09/20/2007,110,PA
H.R. 3580,"Dingell, John D. [Rep.-D-MI-15]",Democratic,09/19/2007,110,MI
H.R. 3572,"Cleaver, Emanuel [Rep.-D-MO-5]",Democratic,09/18/2007,110,MO
H.R. 3571,"Brady, Robert A. [Rep.-D-PA-1]",Democratic,09/18/2007,110,PA
H.R. 3569,"Baca, Joe [Rep.-D-CA-43]",Democratic,09/18/2007,110,CA
H.R. 3564,"Cannon, Chris [Rep.-R-UT-3]",Republican,09/18/2007,110,UT
H.R. 3541,"Doyle, Michael F. [Rep.-D-PA-14]",Democratic,09/17/2007,110,PA
H.R. 3532,"Deal, Nathan [Rep.-R-GA-9]",Republican,09/14/2007,110,GA
H.R. 3530,"Brown-Waite, Ginny [Rep.-R-FL-5]",Republican,09/14/2007,110,FL
H.R. 3528,"Lantos, Tom [Rep.-D-CA-12]",Democratic,09/14/2007,110,CA
H.R. 3522,"Udall, Tom [Rep.-D-NM-3]",Democratic,09/10/2007,110,NM
H.R. 3518,"Miller, Jeff [Rep.-R-FL-1]",Republican,09/10/2007,110,FL
H.R. 3511,"Alexander, Rodney [Rep.-R-LA-5]",Republican,09/10/2007,110,LA
H.R. 3480,"Carney, Christopher P. [Rep.-D-PA-10]",Democratic,09/06/2007,110,PA
H.R. 3470,"Kingston, Jack [Rep.-R-GA-1]",Republican,09/04/2007,110,GA
H.R. 3468,"Butterfield, G. K. [Rep.-D-NC-1]",Democratic,08/04/2007,110,NC
H.R. 3446,"Walberg, Timothy [Rep.-R-MI-7]",Republican,08/03/2007,110,MI
H.R. 3432,"Payne, Donald M. [Rep.-D-NJ-10]",Democratic,08/03/2007,110,NJ
H.R. 3403,"Gordon, Bart [Rep.-D-TN-6]",Democratic,08/03/2007,110,TN
H.R. 3382,"Butterfield, G. K. [Rep.-D-NC-1]",Democratic,08/03/2007,110,NC
H.R. 3375,"Herger, Wally [Rep.-R-CA-2]",Republican,08/03/2007,110,CA
H.R. 3325,"Courtney, Joe [Rep.-D-CT-2]",Democratic,08/02/2007,110,CT
H.R. 3315,"Wamp, Zach [Rep.-R-TN-3]",Republican,08/02/2007,110,TN
H.R. 3311,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,08/02/2007,110,MN
H.R. 3308,"Souder, Mark E. [Rep.-R-IN-3]",Republican,08/01/2007,110,IN
H.R. 3307,"Sires, Albio [Rep.-D-NJ-13]",Democratic,08/01/2007,110,NJ
H.R. 3297,"Murphy, Patrick J. [Rep.-D-PA-8]",Democratic,08/01/2007,110,PA
H.R. 3233,"Pickering, Charles W. ""Chip"" [Rep.-R-MS-3]",Republican,07/31/2007,110,MS
H.R. 3229,"Westmoreland, Lynn A. [Rep.-R-GA-3]",Republican,07/30/2007,110,GA
H.R. 3222,"Murtha, John P. [Rep.-D-PA-12]",Democratic,07/30/2007,110,PA
H.R. 3221,"Pelosi, Nancy [Rep.-D-CA-8]",Democratic,07/30/2007,110,CA
H.R. 3218,"Sarbanes, John P. [Rep.-D-MD-3]",Democratic,07/27/2007,110,MD
H.R. 3206,"Velazquez, Nydia M. [Rep.-D-NY-12]",Democratic,07/27/2007,110,NY
H.R. 3196,"Hall, John J. [Rep.-D-NY-19]",Democratic,07/26/2007,110,NY
H.R. 3179,"Towns, Edolphus [Rep.-D-NY-10]",Democratic,07/25/2007,110,NY
H.R. 3106,"Hill, Baron P. [Rep.-D-IN-9]",Democratic,07/19/2007,110,IN
H.R. 3068,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,07/17/2007,110,DC
H.R. 3052,"Space, Zachary T. [Rep.-D-OH-18]",Democratic,07/16/2007,110,OH
H.R. 3006,"Simpson, Michael K. [Rep.-R-ID-2]",Republican,07/11/2007,110,ID
H.R. 2963,"Issa, Darrell E. [Rep.-R-CA-49]",Republican,07/10/2007,110,CA
H.R. 2952,"Kildee, Dale E. [Rep.-D-MI-5]",Democratic,07/10/2007,110,MI
H.R. 2863,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,06/26/2007,110,OR
H.R. 2851,"Hodes, Paul W. [Rep.-D-NH-2]",Democratic,06/25/2007,110,NH
H.R. 2825,"Weller, Jerry [Rep.-R-IL-11]",Republican,06/21/2007,110,IL
H.R. 2786,"Kildee, Dale E. [Rep.-D-MI-5]",Democratic,06/20/2007,110,MI
H.R. 2779,"Mahoney, Tim [Rep.-D-FL-16]",Democratic,06/19/2007,110,FL
H.R. 2778,"Lowey, Nita M. [Rep.-D-NY-18]",Democratic,06/19/2007,110,NY
H.R. 2765,"Carney, Christopher P. [Rep.-D-PA-10]",Democratic,06/18/2007,110,PA
H.R. 2764,"Lowey, Nita M. [Rep.-D-NY-18]",Democratic,06/18/2007,110,NY
H.R. 2761,"Capuano, Michael E. [Rep.-D-MA-8]",Democratic,06/18/2007,110,MA
H.R. 2728,"Issa, Darrell E. [Rep.-R-CA-49]",Republican,06/14/2007,110,CA
H.R. 2688,"Rodriguez, Ciro D. [Rep.-D-TX-23]",Democratic,06/12/2007,110,TX
H.R. 2671,"Ros-Lehtinen, Ileana [Rep.-R-FL-18]",Republican,06/12/2007,110,FL
H.R. 2669,"Miller, George [Rep.-D-CA-7]",Democratic,06/12/2007,110,CA
H.R. 2654,"Herseth Sandlin, Stephanie [Rep.-D-SD-00]",Democratic,06/11/2007,110,SD
H.R. 2642,"Edwards, Chet [Rep.-D-TX-17]",Democratic,06/11/2007,110,TX
H.R. 2640,"McCarthy, Carolyn [Rep.-D-NY-4]",Democratic,06/11/2007,110,NY
H.R. 2638,"Price, David E. [Rep.-D-NC-4]",Democratic,06/08/2007,110,NC
H.R. 2608,"McDermott, Jim [Rep.-D-WA-7]",Democratic,06/07/2007,110,WA
H.R. 2602,"Stupak, Bart [Rep.-D-MI-1]",Democratic,06/06/2007,110,MI
H.R. 2587,"Cohen, Steve [Rep.-D-TN-9]",Democratic,06/06/2007,110,TN
H.R. 2570,"Musgrave, Marilyn N. [Rep.-R-CO-4]",Republican,06/05/2007,110,CO
H.R. 2563,"Latham, Tom [Rep.-R-IA-4]",Republican,06/05/2007,110,IA
H.R. 2546,"Shuler, Heath [Rep.-D-NC-11]",Democratic,05/24/2007,110,NC
H.R. 2517,"Lampson, Nick [Rep.-D-TX-22]",Democratic,05/24/2007,110,TX
H.R. 2467,"Sires, Albio [Rep.-D-NJ-13]",Democratic,05/23/2007,110,NJ
H.R. 2429,"Thompson, Mike [Rep.-D-CA-1]",Democratic,05/22/2007,110,CA
H.R. 2419,"Peterson, Collin C. [Rep.-D-MN-7]",Democratic,05/22/2007,110,MN
H.R. 2408,"Kagen, Steve [Rep.-D-WI-8]",Democratic,05/21/2007,110,WI
H.R. 2358,"Kildee, Dale E. [Rep.-D-MI-5]",Democratic,05/17/2007,110,MI
H.R. 2356,"Scott, David [Rep.-D-GA-13]",Democratic,05/17/2007,110,GA
H.R. 2309,"Westmoreland, Lynn A. [Rep.-R-GA-3]",Republican,05/14/2007,110,GA
H.R. 2276,"Kildee, Dale E. [Rep.-D-MI-5]",Democratic,05/10/2007,110,MI
H.R. 2272,"Gordon, Bart [Rep.-D-TN-6]",Democratic,05/10/2007,110,TN
H.R. 2245,"Hastings, Doc [Rep.-R-WA-4]",Republican,05/09/2007,110,WA
H.R. 2206,"Obey, David R. [Rep.-D-WI-7]",Democratic,05/08/2007,110,WI
H.R. 2127,"Boren, Dan [Rep.-D-OK-2]",Democratic,05/03/2007,110,OK
H.R. 2095,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,05/01/2007,110,MN
H.R. 2089,"Jefferson, William J. [Rep.-D-LA-2]",Democratic,05/01/2007,110,LA
H.R. 2080,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,05/01/2007,110,DC
H.R. 2078,"Schmidt, Jean [Rep.-R-OH-2]",Republican,04/30/2007,110,OH
H.R. 2077,"Schmidt, Jean [Rep.-R-OH-2]",Republican,04/30/2007,110,OH
H.R. 2040,"Lewis, John [Rep.-D-GA-5]",Democratic,04/25/2007,110,GA
H.R. 2025,"Jackson, Jesse L., Jr. [Rep.-D-IL-2]",Democratic,04/25/2007,110,IL
H.R. 2011,"Ross, Mike [Rep.-D-AR-4]",Democratic,04/24/2007,110,AR
H.R. 1830,"Rangel, Charles B. [Rep.-D-NY-15]",Democratic,03/29/2007,110,NY
H.R. 1808,"Kingston, Jack [Rep.-R-GA-1]",Republican,03/29/2007,110,GA
H.R. 1777,"Delahunt, William D. [Rep.-D-MA-10]",Democratic,03/29/2007,110,MA
H.R. 1722,"Wexler, Robert [Rep.-D-FL-19]",Democratic,03/27/2007,110,FL
H.R. 1714,"Mack, Connie [Rep.-R-FL-14]",Republican,03/27/2007,110,FL
H.R. 1681,"Lantos, Tom [Rep.-D-CA-12]",Democratic,03/26/2007,110,CA
H.R. 1676,"Boren, Dan [Rep.-D-OK-2]",Democratic,03/26/2007,110,OK
H.R. 1675,"Bean, Melissa L. [Rep.-D-IL-8]",Democratic,03/26/2007,110,IL
H.R. 1617,"Carnahan, Russ [Rep.-D-MO-3]",Democratic,03/21/2007,110,MO
H.R. 1594,"English, Phil [Rep.-R-PA-3]",Republican,03/20/2007,110,PA
