legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
H.R. 5872,"Hensarling, Jeb [Rep.-R-TX-5]",Republican,05/31/2012,112,TX
H.R. 5859,"Harper, Gregg [Rep.-R-MS-3]",Republican,05/30/2012,112,MS
H.R. 5837,"Buerkle, Ann Marie [Rep.-R-NY-25]",Republican,05/18/2012,112,NY
H.R. 5740,"Biggert, Judy [Rep.-R-IL-13]",Republican,05/15/2012,112,IL
H.R. 5738,"Miller, Candice S. [Rep.-R-MI-10]",Republican,05/11/2012,112,MI
H.R. 5512,"Thompson, Bennie G. [Rep.-D-MS-2]",Democratic,05/07/2012,112,MS
H.R. 4967,"Smith, Lamar [Rep.-R-TX-21]",Republican,04/27/2012,112,TX
H.R. 4849,"Nunes, Devin [Rep.-R-CA-21]",Republican,04/26/2012,112,CA
H.R. 4606,"Rehberg, Denny [Rep.-R-MT-00]",Republican,04/24/2012,112,MT
H.R. 4389,"Costa, Jim [Rep.-D-CA-20]",Democratic,04/18/2012,112,CA
H.R. 4367,"Luetkemeyer, Blaine [Rep.-R-MO-9]",Republican,04/17/2012,112,MO
H.R. 4365,"Buerkle, Ann Marie [Rep.-R-NY-25]",Republican,04/17/2012,112,NY
H.R. 4348,"Mica, John L. [Rep.-R-FL-7]",Republican,04/16/2012,112,FL
H.R. 4347,"Young, Don [Rep.-R-AK-00]",Republican,03/30/2012,112,AK
H.R. 4310,"McKeon, Howard P. ""Buck"" [Rep.-R-CA-25]",Republican,03/29/2012,112,CA
H.R. 4281,"Mica, John L. [Rep.-R-FL-7]",Republican,03/28/2012,112,FL
H.R. 4240,"Ros-Lehtinen, Ileana [Rep.-R-FL-18]",Republican,03/22/2012,112,FL
H.R. 4223,"Sensenbrenner, F. James, Jr. [Rep.-R-WI-5]",Republican,03/20/2012,112,WI
H.R. 4212,"Rigell, E. Scott [Rep.-R-VA-2]",Republican,03/19/2012,112,VA
H.R. 4158,"Hall, Ralph M. [Rep.-R-TX-4]",Republican,03/07/2012,112,TX
H.R. 4155,"Denham, Jeff [Rep.-R-CA-19]",Republican,03/07/2012,112,CA
H.R. 4119,"Reyes, Silvestre [Rep.-D-TX-16]",Democratic,03/01/2012,112,TX
H.R. 4114,"Runyan, Jon [Rep.-R-NJ-3]",Republican,02/29/2012,112,NJ
H.R. 4105,"Camp, Dave [Rep.-R-MI-4]",Republican,02/29/2012,112,MI
H.R. 4097,"Mica, John L. [Rep.-R-FL-7]",Republican,02/28/2012,112,FL
H.R. 4073,"Lamborn, Doug [Rep.-R-CO-5]",Republican,02/17/2012,112,CO
H.R. 4057,"Bilirakis, Gus M. [Rep.-R-FL-9]",Republican,02/16/2012,112,FL
H.R. 4053,"Towns, Edolphus [Rep.-D-NY-10]",Democratic,02/16/2012,112,NY
H.R. 4045,"Kline, John [Rep.-R-MN-2]",Republican,02/15/2012,112,MN
H.R. 4014,"Huizenga, Bill [Rep.-R-MI-2]",Republican,02/13/2012,112,MI
H.R. 3992,"Berman, Howard L. [Rep.-D-CA-28]",Democratic,02/09/2012,112,CA
H.R. 3912,"Bishop, Timothy H. [Rep.-D-NY-1]",Democratic,02/07/2012,112,NY
H.R. 3902,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,02/06/2012,112,DC
H.R. 3892,"McClintock, Tom [Rep.-R-CA-4]",Republican,02/02/2012,112,CA
H.R. 3870,"Griffin, Tim [Rep.-R-AR-2]",Republican,02/01/2012,112,AR
H.R. 3869,"Griffin, Tim [Rep.-R-AR-2]",Republican,02/01/2012,112,AR
H.R. 3801,"Giffords, Gabrielle [Rep.-D-AZ-8]",Democratic,01/23/2012,112,AZ
H.R. 3800,"Mica, John L. [Rep.-R-FL-7]",Republican,01/23/2012,112,FL
H.R. 3783,"Duncan, Jeff [Rep.-R-SC-3]",Republican,01/18/2012,112,SC
H.R. 3772,"Thompson, Bennie G. [Rep.-D-MS-2]",Democratic,01/13/2012,112,MS
H.R. 3765,"Camp, Dave [Rep.-R-MI-4]",Republican,12/23/2011,112,MI
H.R. 3672,"Rogers, Harold [Rep.-R-KY-5]",Republican,12/14/2011,112,KY
H.R. 3670,"Walz, Timothy J. [Rep.-D-MN-1]",Democratic,12/14/2011,112,MN
H.R. 3641,"Farr, Sam [Rep.-D-CA-17]",Democratic,12/13/2011,112,CA
H.R. 3630,"Camp, Dave [Rep.-R-MI-4]",Republican,12/09/2011,112,MI
H.R. 3606,"Fincher, Stephen Lee [Rep.-R-TN-8]",Republican,12/08/2011,112,TN
H.R. 3556,"Higgins, Brian [Rep.-D-NY-27]",Democratic,12/02/2011,112,NY
H.R. 3501,"Stutzman, Marlin A. [Rep.-R-IN-3]",Republican,11/18/2011,112,IN
H.R. 3477,"Poe, Ted [Rep.-R-TX-2]",Republican,11/18/2011,112,TX
H.R. 3421,"Shuster, Bill [Rep.-R-PA-9]",Republican,11/14/2011,112,PA
H.R. 3413,"Crowley, Joseph [Rep.-D-NY-7]",Democratic,11/14/2011,112,NY
H.R. 3412,"Boustany, Charles W., Jr. [Rep.-R-LA-7]",Republican,11/14/2011,112,LA
H.R. 3321,"Herger, Wally [Rep.-R-CA-2]",Republican,11/02/2011,112,CA
H.R. 3319,"Grijalva, Raúl M. [Rep.-D-AZ-7]",Democratic,11/02/2011,112,AZ
H.R. 3276,"Castor, Kathy [Rep.-D-FL-11]",Democratic,10/27/2011,112,FL
H.R. 3263,"Cole, Tom [Rep.-R-OK-4]",Republican,10/26/2011,112,OK
H.R. 3248,"Akin, W. Todd [Rep.-R-MO-2]",Republican,10/24/2011,112,MO
H.R. 3247,"Akin, W. Todd [Rep.-R-MO-2]",Republican,10/24/2011,112,MO
H.R. 3246,"Akin, W. Todd [Rep.-R-MO-2]",Republican,10/24/2011,112,MO
H.R. 3237,"Gowdy, Trey [Rep.-R-SC-4]",Republican,10/18/2011,112,SC
H.R. 3220,"Cravaack, Chip [Rep.-R-MN-8]",Republican,10/14/2011,112,MN
H.R. 3187,"Dold, Robert J. [Rep.-R-IL-10]",Republican,10/13/2011,112,IL
H.R. 3080,"Cantor, Eric [Rep.-R-VA-7]",Republican,10/03/2011,112,VA
H.R. 3079,"Cantor, Eric [Rep.-R-VA-7]",Republican,10/03/2011,112,VA
H.R. 3078,"Cantor, Eric [Rep.-R-VA-7]",Republican,10/03/2011,112,VA
H.R. 3004,"Thompson, Mike [Rep.-D-CA-1]",Democratic,09/21/2011,112,CA
H.R. 3001,"Meeks, Gregory W. [Rep.-D-NY-6]",Democratic,09/21/2011,112,NY
H.R. 2947,"Cravaack, Chip [Rep.-R-MN-8]",Republican,09/15/2011,112,MN
H.R. 2944,"Smith, Lamar [Rep.-R-TX-21]",Republican,09/15/2011,112,TX
H.R. 2943,"Davis, Geoff [Rep.-R-KY-4]",Republican,09/15/2011,112,KY
H.R. 2887,"Mica, John L. [Rep.-R-FL-7]",Republican,09/12/2011,112,FL
H.R. 2883,"Davis, Geoff [Rep.-R-KY-4]",Republican,09/12/2011,112,KY
H.R. 2867,"Wolf, Frank R. [Rep.-R-VA-10]",Republican,09/08/2011,112,VA
H.R. 2845,"Shuster, Bill [Rep.-R-PA-9]",Republican,09/07/2011,112,PA
H.R. 2838,"LoBiondo, Frank A. [Rep.-R-NJ-2]",Republican,09/02/2011,112,NJ
H.R. 2832,"Camp, Dave [Rep.-R-MI-4]",Republican,09/02/2011,112,MI
H.R. 2767,"Olver, John W. [Rep.-D-MA-1]",Democratic,08/01/2011,112,MA
H.R. 2715,"Bono Mack, Mary [Rep.-R-CA-45]",Republican,08/01/2011,112,CA
H.R. 2706,"Miller, Jeff [Rep.-R-FL-1]",Republican,07/29/2011,112,FL
H.R. 2668,"Issa, Darrell E. [Rep.-R-CA-49]",Republican,07/27/2011,112,CA
H.R. 2660,"McCaul, Michael T. [Rep.-R-TX-10]",Republican,07/26/2011,112,TX
H.R. 2646,"Johnson, Bill [Rep.-R-OH-6]",Republican,07/26/2011,112,OH
H.R. 2608,"Graves, Sam [Rep.-R-MO-6]",Republican,07/21/2011,112,MO
H.R. 2606,"Grimm, Michael G. [Rep.-R-NY-13]",Republican,07/21/2011,112,NY
H.R. 2553,"Mica, John L. [Rep.-R-FL-7]",Republican,07/15/2011,112,FL
H.R. 2527,"Hanna, Richard L. [Rep.-R-NY-24]",Republican,07/14/2011,112,NY
H.R. 2467,"McKeon, Howard P. ""Buck"" [Rep.-R-CA-25]",Republican,07/08/2011,112,CA
H.R. 2453,"Luetkemeyer, Blaine [Rep.-R-MO-9]",Republican,07/07/2011,112,MO
H.R. 2447,"Brown, Corrine [Rep.-D-FL-3]",Democratic,07/07/2011,112,FL
H.R. 2422,"Grimm, Michael G. [Rep.-R-NY-13]",Republican,07/06/2011,112,NY
H.R. 2415,"Barletta, Lou [Rep.-R-PA-11]",Republican,07/06/2011,112,PA
H.R. 2338,"Posey, Bill [Rep.-R-FL-15]",Republican,06/23/2011,112,FL
H.R. 2297,"Norton, Eleanor Holmes [Del.-D-DC-00]",Democratic,06/22/2011,112,DC
H.R. 2279,"Mica, John L. [Rep.-R-FL-7]",Republican,06/22/2011,112,FL
H.R. 2244,"Hanna, Richard L. [Rep.-R-NY-24]",Republican,06/21/2011,112,NY
H.R. 2240,"Tsongas, Niki [Rep.-D-MA-5]",Democratic,06/16/2011,112,MA
H.R. 2213,"Nunnelee, Alan [Rep.-R-MS-1]",Republican,06/16/2011,112,MS
H.R. 2192,"Cohen, Steve [Rep.-D-TN-9]",Democratic,06/15/2011,112,TN
H.R. 2149,"Hanabusa, Colleen W. [Rep.-D-HI-1]",Democratic,06/13/2011,112,HI
H.R. 2139,"Roskam, Peter J. [Rep.-R-IL-6]",Republican,06/03/2011,112,IL
H.R. 2112,"Kingston, Jack [Rep.-R-GA-1]",Republican,06/03/2011,112,GA
H.R. 2079,"McCarthy, Carolyn [Rep.-D-NY-4]",Democratic,06/01/2011,112,NY
H.R. 2076,"Gowdy, Trey [Rep.-R-SC-4]",Republican,06/01/2011,112,SC
H.R. 2072,"Miller, Gary G. [Rep.-R-CA-42]",Republican,06/01/2011,112,CA
H.R. 2062,"Keating, William R. [Rep.-D-MA-10]",Democratic,05/31/2011,112,MA
H.R. 2061,"Hanna, Richard L. [Rep.-R-NY-24]",Republican,05/31/2011,112,NY
H.R. 2056,"Westmoreland, Lynn A. [Rep.-R-GA-3]",Republican,05/31/2011,112,GA
H.R. 2055,"Culberson, John Abney [Rep.-R-TX-7]",Republican,05/31/2011,112,TX
H.R. 2017,"Aderholt, Robert B. [Rep.-R-AL-4]",Republican,05/26/2011,112,AL
H.R. 2005,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,05/26/2011,112,NJ
H.R. 1975,"Schiff, Adam B. [Rep.-D-CA-29]",Democratic,05/24/2011,112,CA
H.R. 1905,"Ros-Lehtinen, Ileana [Rep.-R-FL-18]",Republican,05/13/2011,112,FL
H.R. 1893,"Mica, John L. [Rep.-R-FL-7]",Republican,05/13/2011,112,FL
H.R. 1892,"Rogers, Mike J. [Rep.-R-MI-8]",Republican,05/13/2011,112,MI
H.R. 1845,"Brady, Kevin [Rep.-R-TX-8]",Republican,05/11/2011,112,TX
H.R. 1843,"Bordallo, Madeleine Z. [Del.-D-GU-00]",Democratic,05/11/2011,112,GU
H.R. 1801,"Cravaack, Chip [Rep.-R-MN-8]",Republican,05/10/2011,112,MN
H.R. 1791,"Rooney, Thomas J. [Rep.-R-FL-16]",Republican,05/05/2011,112,FL
H.R. 1632,"Neugebauer, Randy [Rep.-R-TX-19]",Republican,04/15/2011,112,TX
H.R. 1627,"Miller, Jeff [Rep.-R-FL-1]",Republican,04/15/2011,112,FL
H.R. 1560,"Reyes, Silvestre [Rep.-D-TX-16]",Democratic,04/14/2011,112,TX
H.R. 1540,"McKeon, Howard P. ""Buck"" [Rep.-R-CA-25]",Republican,04/14/2011,112,CA
H.R. 1473,"Rogers, Harold [Rep.-R-KY-5]",Republican,04/11/2011,112,KY
H.R. 1464,"Royce, Edward R. [Rep.-R-CA-40]",Republican,04/08/2011,112,CA
H.R. 1423,"Cole, Tom [Rep.-R-OK-4]",Republican,04/07/2011,112,OK
H.R. 1402,"Kildee, Dale E. [Rep.-D-MI-5]",Democratic,04/06/2011,112,MI
H.R. 1383,"Miller, Jeff [Rep.-R-FL-1]",Republican,04/06/2011,112,FL
H.R. 1369,"Boren, Dan [Rep.-D-OK-2]",Democratic,04/05/2011,112,OK
H.R. 1363,"Rogers, Harold [Rep.-R-KY-5]",Republican,04/04/2011,112,KY
H.R. 1339,"Tierney, John F. [Rep.-D-MA-6]",Democratic,04/01/2011,112,MA
H.R. 1308,"Gallegly, Elton [Rep.-R-CA-24]",Republican,04/01/2011,112,CA
H.R. 1272,"Peterson, Collin C. [Rep.-D-MN-7]",Democratic,03/30/2011,112,MN
H.R. 1264,"Fincher, Stephen Lee [Rep.-R-TN-8]",Republican,03/30/2011,112,TN
H.R. 1249,"Smith, Lamar [Rep.-R-TX-21]",Republican,03/30/2011,112,TX
H.R. 1162,"Dicks, Norman D. [Rep.-D-WA-6]",Democratic,03/17/2011,112,WA
H.R. 1079,"Mica, John L. [Rep.-R-FL-7]",Republican,03/15/2011,112,FL
H.R. 1059,"Conyers, John, Jr. [Rep.-D-MI-14]",Democratic,03/14/2011,112,MI
H.R. 915,"Cuellar, Henry [Rep.-D-TX-28]",Democratic,03/03/2011,112,TX
H.R. 886,"Womack, Steve [Rep.-R-AR-3]",Republican,03/02/2011,112,AR
H.R. 818,"Matheson, Jim [Rep.-D-UT-2]",Democratic,02/18/2011,112,UT
H.R. 793,"Woolsey, Lynn C. [Rep.-D-CA-6]",Democratic,02/17/2011,112,CA
H.R. 789,"Rothman, Steven R. [Rep.-D-NJ-9]",Democratic,02/17/2011,112,NJ
H.R. 771,"Cuellar, Henry [Rep.-D-TX-28]",Democratic,02/17/2011,112,TX
H.R. 765,"Bishop, Rob [Rep.-R-UT-1]",Republican,02/17/2011,112,UT
H.R. 754,"Rogers, Mike J. [Rep.-R-MI-8]",Republican,02/17/2011,112,MI
H.R. 674,"Herger, Wally [Rep.-R-CA-2]",Republican,02/11/2011,112,CA
H.R. 662,"Mica, John L. [Rep.-R-FL-7]",Republican,02/11/2011,112,FL
H.R. 658,"Mica, John L. [Rep.-R-FL-7]",Republican,02/11/2011,112,FL
H.R. 588,"Harper, Gregg [Rep.-R-MS-3]",Republican,02/09/2011,112,MS
H.R. 515,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,01/26/2011,112,NJ
H.R. 514,"Sensenbrenner, F. James, Jr. [Rep.-R-WI-5]",Republican,01/26/2011,112,WI
H.R. 489,"Gosar, Paul A. [Rep.-R-AZ-1]",Republican,01/26/2011,112,AZ
H.R. 473,"Boren, Dan [Rep.-D-OK-2]",Democratic,01/26/2011,112,OK
H.R. 470,"Heck, Joseph J. [Rep.-R-NV-3]",Republican,01/26/2011,112,NV
H.R. 443,"Young, Don [Rep.-R-AK-00]",Republican,01/25/2011,112,AK
H.R. 398,"Lofgren, Zoe [Rep.-D-CA-16]",Democratic,01/24/2011,112,CA
H.R. 394,"Smith, Lamar [Rep.-R-TX-21]",Republican,01/24/2011,112,TX
H.R. 368,"Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]",Democratic,01/20/2011,112,GA
H.R. 366,"Graves, Sam [Rep.-R-MO-6]",Republican,01/20/2011,112,MO
H.R. 347,"Rooney, Thomas J. [Rep.-R-FL-16]",Republican,01/19/2011,112,FL
H.R. 298,"Carter, John R. [Rep.-R-TX-31]",Republican,01/18/2011,112,TX
H.R. 205,"Heinrich, Martin [Rep.-D-NM-1]",Democratic,01/06/2011,112,NM
H.R. 33,"Biggert, Judy [Rep.-R-IL-13]",Republican,01/05/2011,112,IL
H.R. 8,"Camp, Dave [Rep.-R-MI-4]",Republican,07/24/2012,112,MI
H.R. 4,"Lungren, Daniel E. [Rep.-R-CA-3]",Republican,01/12/2011,112,CA
H.J.Res. 122,"Denham, Jeff [Rep.-R-CA-19]",Republican,12/18/2012,112,CA
H.J.Res. 117,"Rogers, Harold [Rep.-R-KY-5]",Republican,09/10/2012,112,KY
H.J.Res. 95,"Rogers, Harold [Rep.-R-KY-5]",Republican,12/16/2011,112,KY
H.J.Res. 94,"Rogers, Harold [Rep.-R-KY-5]",Republican,12/16/2011,112,KY
H.J.Res. 48,"Rogers, Harold [Rep.-R-KY-5]",Republican,03/11/2011,112,KY
H.J.Res. 44,"Rogers, Harold [Rep.-R-KY-5]",Republican,02/28/2011,112,KY
S. 3687,"Boxer, Barbara [Sen.-D-CA-00]",Democratic,12/17/2012,112,CA
S. 3677,"Johnson, Tim [Sen.-D-SD-00]",Democratic,12/12/2012,112,SD
S. 3666,"Vitter, David [Sen.-R-LA-00]",Republican,12/06/2012,112,LA
S. 3662,"Brown, Scott P. [Sen.-R-MA-00]",Republican,12/05/2012,112,MA
S. 3642,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,11/27/2012,112,VT
S. 3630,"Johnson, Ron [Sen.-R-WI-00]",Republican,11/14/2012,112,WI
S. 3625,"Lieberman, Joseph I. [Sen.-ID-CT-00]",Independent Democrat,09/22/2012,112,CT
S. 3624,"Snowe, Olympia J. [Sen.-R-ME-00]",Republican,09/22/2012,112,ME
S. 3564,"Lieberman, Joseph I. [Sen.-ID-CT-00]",Independent Democrat,09/19/2012,112,CT
S. 3552,"Stabenow, Debbie [Sen.-D-MI-00]",Democratic,09/13/2012,112,MI
S. 3542,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,09/13/2012,112,MN
S. 3510,"Reid, Harry [Sen.-D-NV-00]",Democratic,08/02/2012,112,NV
S. 3486,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,08/02/2012,112,VT
S. 3472,"Landrieu, Mary L. [Sen.-D-LA-00]",Democratic,08/01/2012,112,LA
S. 3454,"Feinstein, Dianne [Sen.-D-CA-00]",Democratic,07/30/2012,112,CA
S. 3363,"Chambliss, Saxby [Sen.-R-GA-00]",Republican,06/29/2012,112,GA
S. 3331,"Kerry, John F. [Sen.-D-MA-00]",Democratic,06/21/2012,112,MA
S. 3315,"Carper, Thomas R. [Sen.-D-DE-00]",Democratic,06/20/2012,112,DE
S. 3311,"Baucus, Max [Sen.-D-MT-00]",Democratic,06/19/2012,112,MT
S. 3261,"Wyden, Ron [Sen.-D-OR-00]",Democratic,06/04/2012,112,OR
S. 3245,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,05/24/2012,112,VT
S. 3202,"Murray, Patty [Sen.-D-WA-00]",Democratic,05/17/2012,112,WA
S. 3193,"Feinstein, Dianne [Sen.-D-CA-00]",Democratic,05/16/2012,112,CA
S. 3187,"Harkin, Tom [Sen.-D-IA-00]",Democratic,05/15/2012,112,IA
S. 2367,"Conrad, Kent [Sen.-D-ND-00]",Democratic,04/25/2012,112,ND
S. 2318,"Kerry, John F. [Sen.-D-MA-00]",Democratic,04/19/2012,112,MA
S. 2170,"Akaka, Daniel K. [Sen.-D-HI-00]",Democratic,03/07/2012,112,HI
S. 2165,"Boxer, Barbara [Sen.-D-CA-00]",Democratic,03/06/2012,112,CA
S. 2061,"Graham, Lindsey [Sen.-R-SC-00]",Republican,02/01/2012,112,SC
S. 2038,"Lieberman, Joseph I. [Sen.-ID-CT-00]",Independent Democrat,01/26/2012,112,CT
S. 2009,"Bingaman, Jeff [Sen.-D-NM-00]",Democratic,12/16/2011,112,NM
S. 1998,"Brown, Scott P. [Sen.-R-MA-00]",Republican,12/15/2011,112,MA
S. 1959,"Burr, Richard [Sen.-R-NC-00]",Republican,12/07/2011,112,NC
S. 1956,"Thune, John [Sen.-R-SD-00]",Republican,12/07/2011,112,SD
S. 1710,"Begich, Mark [Sen.-D-AK-00]",Democratic,10/13/2011,112,AK
S. 1639,"Tester, Jon [Sen.-D-MT-00]",Democratic,10/03/2011,112,MT
S. 1637,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,10/03/2011,112,MN
S. 1541,"Bennet, Michael F. [Sen.-D-CO-00]",Democratic,09/12/2011,112,CO
S. 1487,"Cantwell, Maria [Sen.-D-WA-00]",Democratic,08/02/2011,112,WA
S. 1412,"Kerry, John F. [Sen.-D-MA-00]",Democratic,07/25/2011,112,MA
S. 1379,"Akaka, Daniel K. [Sen.-D-HI-00]",Democratic,07/18/2011,112,HI
S. 1335,"Inhofe, James M. [Sen.-R-OK-00]",Republican,07/06/2011,112,OK
S. 1302,"Boxer, Barbara [Sen.-D-CA-00]",Democratic,06/29/2011,112,CA
S. 1280,"Isakson, Johnny [Sen.-R-GA-00]",Republican,06/27/2011,112,GA
S. 1134,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,05/26/2011,112,MN
S. 1103,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,05/26/2011,112,VT
S. 1082,"Landrieu, Mary L. [Sen.-D-LA-00]",Democratic,05/26/2011,112,LA
S. 997,"Tester, Jon [Sen.-D-MT-00]",Democratic,05/12/2011,112,MT
S. 990,"Landrieu, Mary L. [Sen.-D-LA-00]",Democratic,05/12/2011,112,LA
S. 925,"Boxer, Barbara [Sen.-D-CA-00]",Democratic,05/09/2011,112,CA
S. 894,"Murray, Patty [Sen.-D-WA-00]",Democratic,05/05/2011,112,WA
S. 846,"Blunt, Roy [Sen.-R-MO-00]",Republican,04/14/2011,112,MO
S. 743,"Akaka, Daniel K. [Sen.-D-HI-00]",Democratic,04/06/2011,112,HI
S. 739,"Levin, Carl [Sen.-D-MI-00]",Democratic,04/06/2011,112,MI
S. 710,"Thune, John [Sen.-R-SD-00]",Republican,03/31/2011,112,SD
S. 684,"Lee, Mike [Sen.-R-UT-00]",Republican,03/30/2011,112,UT
S. 683,"Lee, Mike [Sen.-R-UT-00]",Republican,03/30/2011,112,UT
S. 679,"Schumer, Charles E. [Sen.-D-NY-00]",Democratic,03/30/2011,112,NY
S. 655,"Cochran, Thad [Sen.-R-MS-00]",Republican,03/28/2011,112,MS
S. 535,"Isakson, Johnny [Sen.-R-GA-00]",Republican,03/09/2011,112,GA
S. 404,"Levin, Carl [Sen.-D-MI-00]",Democratic,02/17/2011,112,MI
S. 384,"Feinstein, Dianne [Sen.-D-CA-00]",Democratic,02/17/2011,112,CA
S. 365,"Harkin, Tom [Sen.-D-IA-00]",Democratic,02/16/2011,112,IA
S. 363,"Wicker, Roger F. [Sen.-R-MS-00]",Republican,02/16/2011,112,MS
S. 349,"Brown, Sherrod [Sen.-D-OH-00]",Democratic,02/15/2011,112,OH
S. 307,"Rockefeller, John D., IV [Sen.-D-WV-00]",Democratic,02/08/2011,112,WV
S. 300,"Grassley, Chuck [Sen.-R-IA-00]",Republican,02/08/2011,112,IA
S. 292,"Murkowski, Lisa [Sen.-R-AK-00]",Republican,02/04/2011,112,AK
S. 285,"Levin, Carl [Sen.-D-MI-00]",Democratic,02/03/2011,112,MI
S. 278,"Udall, Mark [Sen.-D-CO-00]",Democratic,02/03/2011,112,CO
S. 271,"Wyden, Ron [Sen.-D-OR-00]",Democratic,02/03/2011,112,OR
S. 270,"Wyden, Ron [Sen.-D-OR-00]",Democratic,02/03/2011,112,OR
S. 188,"McCain, John [Sen.-R-AZ-00]",Republican,01/26/2011,112,AZ
S.J.Res. 49,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,08/01/2012,112,VT
S.J.Res. 44,"Kohl, Herb [Sen.-D-WI-00]",Democratic,06/14/2012,112,WI
S.J.Res. 22,"McCaskill, Claire [Sen.-D-MO-00]",Democratic,06/28/2011,112,MO
S.J.Res. 9,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,02/28/2011,112,VT
S.J.Res. 8,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,02/28/2011,112,VT
S.J.Res. 7,"Leahy, Patrick J. [Sen.-D-VT-00]",Democratic,02/28/2011,112,VT
H.R. 6533,"Doyle, Michael F. [Rep.-D-PA-14]",Democratic,12/16/2010,111,PA
H.R. 6523,"Skelton, Ike [Rep.-D-MO-4]",Democratic,12/15/2010,111,MO
H.R. 6517,"Levin, Sander M. [Rep.-D-MI-12]",Democratic,12/13/2010,111,MI
H.R. 6516,"Oberstar, James L. [Rep.-D-MN-8]",Democratic,12/13/2010,111,MN
H.R. 6510,"Jackson Lee, Sheila [Rep.-D-TX-18]",Democratic,12/09/2010,111,TX
